ID,Accession,Year,Plot,Block,Replicate,Repeat,SLA,W_leaf,A_sat,gs_sat,C_i_sat,iWUE_sat,alpha_l,KS_l,R2_l,alpha_h,KS_h,R2_h,alpha_t,KS_t,R2_t
2022_1067_3,SSA_134,2022,1067,3,1,3,231.884058,10.2,,,,,2.1990834765134872,0.08868153373430387,0.8171338651718234,4.1728069244437895,0.1136211071278011,0.8318279687275733,3.12439457544012,0.22173545096617775,0.8157004490316506
2022_2306_1,SSA_134,2022,2306,2,2,1,202.5316456,9.5,31.09648843,0.168351145,77.57762542,184.7120695,2.1882600284225604,0.07822086737031175,0.8117486958288193,4.358177776148976,0.11576121379580234,0.8103718307795864,3.1424950999312267,0.2142618819980736,0.8028937323317891
2022_2306_2,SSA_134,2022,2306,2,2,2,313.7254902,7.6,25.23334623,0.132247444,71.54975077,190.8040374,2.13796889649563,0.08904212013208235,0.7930651890251825,3.9456747779721,0.10570464730561782,0.8163405922294441,2.8731657511377753,0.19757477395110334,0.7976337318795608
2022_2306_3,SSA_134,2022,2306,2,2,3,240.6015038,10.1,36.37197875,0.181799456,50.37365483,200.0664882,2.1278069552741905,0.07077252594297978,0.8173343946996146,3.8773416788826807,0.10474398516548483,0.8349496690925393,2.854541368473504,0.18048771273750186,0.8093074364710118
2022_1068_1,SSA_303,2022,1068,4,1,1,171.1229947,9.0,15.39039792,0.084238355,89.63873309,182.7005981,2.211220907439887,0.06404078850516881,0.8500189671449929,4.234977640415573,0.11355680411480251,0.8788884517673955,2.8243410914537788,0.1572504034614114,0.84644835907733
2022_1068_2,SSA_303,2022,1068,4,1,2,155.3398058,9.3,23.3299999,0.134052,99.41400289,174.0369403,2.2401241378590475,0.06701884463469143,0.8255746295794674,4.059527015679463,0.06557768837135036,0.8709566682959848,2.9013564115906236,0.165857585807905,0.8112308274111861
2022_1068_3,SSA_303,2022,1068,4,1,3,162.4365482,9.2,6.536536413,0.035650125,95.02627143,183.3524136,2.2603100264828364,0.07282564866163821,0.8344492031134914,3.9959883858271703,0.06148751548693415,0.8648211376483885,2.9451177886126727,0.17946379280710079,0.8148259419087356
2022_2004_1,SSA_303,2022,2004,4,2,1,157.635468,9.2,22.73064181,0.131131496,100.588708,173.3423505,2.2545747770711655,0.07085790373396172,0.7954002013112578,3.4195366049989797,0.060727805012467995,0.8430136333003205,2.8105881467591884,0.15628939410891485,0.8394810695716848
2022_2004_2,SSA_303,2022,2004,4,2,2,142.2222222,10.5,15.42036141,0.088024483,100.3884544,175.182642,2.2612000753402395,0.06421031934315213,0.843423303022541,4.017340476685811,0.06104880776924315,0.8614327136410384,2.882112447725039,0.16436658203227816,0.8266712088578374
2022_2004_3,SSA_303,2022,2004,4,2,3,150.9433962,10.2,19.89298889,0.104557409,74.05984536,190.2590071,2.236053156380994,0.0708042188708422,0.8406851005593599,4.504883560819543,0.1187373858886982,0.8747386154105821,2.882816990539041,0.16960607916357928,0.82342152325226
2022_1069_1,SSA_171,2022,1069,5,1,1,165.8031088,9.3,33.69565189,0.187745633,84.91836888,179.475023,2.2294649627744962,0.07290980363014166,0.8483433576053602,4.369204367408063,0.11548534511474706,0.8041477369083241,2.8588803564326746,0.1687842354429976,0.7474910041586416
2022_1069_2,SSA_171,2022,1069,5,1,2,176.7955801,8.8,27.27064863,0.168432893,116.9001123,161.9080938,2.2031880293392763,0.06614225352517145,0.8433388797449779,4.241101970249646,0.11583543164953766,0.8113249889976839,3.036407939802035,0.19102192538598295,0.7729042475299744
2022_1069_3,SSA_171,2022,1069,5,1,3,190.4761905,8.4,25.18703527,0.107563628,3.473043556,234.1594067,2.158259248583063,0.061420169482793496,0.8311796681821121,4.01572319494424,0.11122355979959422,0.8069319120708536,2.9567975187983313,0.1789767549410134,0.7547374227394811
2022_2313_1,SSA_171,2022,2313,1,2,1,173.9130435,7.6,,,,,2.1756663364484004,0.0779654146437172,0.8192343075800118,4.226597090354565,0.11465271729836846,0.8597742807783362,2.9879418764443515,0.19785291787444648,0.8167195230731683
2022_2313_2,SSA_171,2022,2313,1,2,2,181.8181818,7.3,26.66123197,0.141800558,75.99200451,188.0192314,2.1231621579033892,0.06672275371654579,0.8105978055809793,3.8121278016086566,0.10390694146779844,0.865552745477996,2.9461606686843576,0.18916131098398603,0.8405391106571378
2022_2313_3,SSA_171,2022,2313,1,2,3,154.589372,8.6,20.09664847,0.129127815,131.6903815,155.633768,2.1831770432121216,0.06858141782148286,0.8381770871147556,4.133558779684768,0.11296373088995865,0.80969611601582,2.8225547828858497,0.1658658448712731,0.7300422382309046
2022_1070_1,SSA_249,2022,1070,6,1,1,198.757764,7.3,,,,,2.205453707099245,0.0925721826287993,0.8165201590231068,4.374226327025291,0.11640661088556911,0.8843645833653953,2.8025050495220802,0.17998903972661062,0.8367739632143444
2022_1070_2,SSA_249,2022,1070,6,1,2,179.7752809,7.7,15.6550129,0.069449009,21.37768076,225.4173696,2.1392584516881428,0.0810778689607825,0.7862627359693675,3.9698221816894534,0.10984685054502241,0.7332586128118992,3.366714918467349,0.24745459218711097,0.797443305443673
2022_1070_3,SSA_249,2022,1070,6,1,3,198.757764,7.2,15.3526658,0.073070598,46.62794808,210.1072969,2.2092915297417832,0.09848788438371014,0.8079892317694963,4.385939476711582,0.11642884936139122,0.8985960992916007,2.8281307804430056,0.18995342905044865,0.7639058689778326
2022_2088_1,SSA_249,2022,2088,8,2,1,186.0465116,7.3,32.14597609,0.198502276,113.3402053,161.9426073,2.2298493465701434,0.08961339897644349,0.8247670599185905,4.5080032862426656,0.11639191220763215,0.8662568984569257,2.7198688988576523,0.16213045841897678,0.8002547245311529
2022_2088_2,SSA_249,2022,2088,8,2,2,203.8216561,6.4,20.10363991,0.120448996,111.9758641,166.9058328,2.2024001648340272,0.09843431524643009,0.8072060307391713,4.341111190938885,0.11420731974374479,0.789131040690344,3.0273689964690043,0.22011546596035136,0.7391180898149268
2022_2088_3,SSA_249,2022,2088,8,2,3,188.2352941,6.9,27.78696905,0.17161919,114.5049274,161.910618,2.2162944480252884,0.0881872237598954,0.8174894169841037,4.515573916240675,0.11712639449840467,0.8582340741827728,2.6724902226990332,0.15621873236387573,0.7560498775715757
2022_1071_1,SSA_220,2022,1071,7,1,1,182.8571429,8.2,20.96101671,0.104095789,56.70216527,201.3627729,2.1982517359843796,0.07665673464915768,0.8246262581290211,4.348829059052438,0.11710388738669383,0.8860958469811953,2.78487846720567,0.16129788381103882,0.8496380930528424
2022_1071_2,SSA_220,2022,1071,7,1,2,202.5316456,8.3,,,,,2.2366135512223324,0.08959647826874884,0.8228611114341482,4.488020739811,0.11751999176020747,0.8540539836162696,2.8903301381634225,0.1846500259822833,0.8340682579562679
2022_1071_3,SSA_220,2022,1071,7,1,3,162.4365482,7.9,,,,,2.212425249758748,0.07649171325970328,0.8119596342862366,4.488945274689736,0.11962513468107683,0.8262613039052904,2.7734967680539895,0.1569636000420871,0.8042907068992502
2022_2057_1,SSA_220,2022,2057,1,2,1,161.6161616,9.2,21.462828,0.095000561,18.08136322,225.9231717,2.262817863291614,0.08008744396777057,0.7859184264429495,3.3736983474514153,0.06426058640112997,0.8484682954794587,2.8519894060782294,0.17096001205878697,0.841895184079346
2022_2057_2,SSA_220,2022,2057,1,2,2,192.7710843,9.4,22.29743684,0.107315771,46.06143401,207.7740921,2.256965630057429,0.08074597485488033,0.8262056664486441,3.988738203107677,0.06095332333106407,0.7988391315327645,2.8523056555211714,0.17151800616962776,0.7479437335738224
2022_2057_3,SSA_220,2022,2057,1,2,3,222.2222222,7.2,23.9664138,0.104363588,9.832073382,229.6434445,2.180027245629763,0.087327696609661,0.8101371638032151,4.183270062971335,0.11293599263613871,0.855409646933119,2.986413865916493,0.2043628897916403,0.826294948770156
2022_1072_1,SSA_280,2022,1072,8,1,1,179.7752809,9.2,30.65065622,0.14110483,26.62988838,217.219044,2.222246442112344,0.08131267296156175,0.8235394960256754,3.967637855453618,0.06446012329679551,0.8239273535456424,2.799423650460156,0.16883346094490637,0.7630168300151483
2022_1072_2,SSA_280,2022,1072,8,1,2,197.5308642,9.2,21.22541514,0.130362525,118.1010991,162.8183804,2.217901331262968,0.08642693910262644,0.8310153915899311,4.382087864595586,0.11655324116576227,0.8688425662781356,2.7636730066911297,0.1666678434177883,0.7909859131577495
2022_1072_3,SSA_280,2022,1072,8,1,3,173.9130435,9.0,35.59875956,0.158893409,12.78434135,224.0417641,2.196484505278285,0.07881752722483437,0.8379438536659823,4.256811052352381,0.11623907705068193,0.8680871173848101,2.6789687386407546,0.15132340641537656,0.8316278156317776
2022_2290_1,SSA_280,2022,2290,2,2,1,195.1219512,9.0,24.15390674,0.135168014,92.58854217,178.6954328,2.197673265668904,0.08025631709417569,0.8408523856913777,4.193458249414555,0.11441032230407205,0.8189173889864518,2.9507931618201924,0.19194824354912765,0.7839697902061834
2022_2290_2,SSA_280,2022,2290,2,2,2,202.5316456,9.2,29.24848677,0.162119032,84.51990949,180.4136532,2.16349978555849,0.07641915031899293,0.8306827824473955,4.098310431825362,0.11377659551399344,0.8695739936715959,2.696006291138154,0.15761493265451987,0.8291068173126835
2022_2290_3,SSA_280,2022,2290,2,2,3,203.8216561,8.7,31.26951787,0.158808014,58.43156224,196.9013843,2.1603457417885954,0.0718309314372777,0.8366502485208077,4.066676205565347,0.1127591959101458,0.8527163251262623,2.6369729785068157,0.14614508775164436,0.8302437748017933
2022_1073_1,SSA_367,2022,1073,1,1,1,164.1025641,8.9,44.10434829,0.229765507,58.99682576,191.9537396,2.184434521115314,0.05975658315092225,0.8402277017052611,4.21850769703111,0.11611202672377985,0.8326664544866739,3.065633322173873,0.18917768320257533,0.7676094276623888
2022_1073_2,SSA_367,2022,1073,1,1,2,183.908046,8.2,47.48492463,0.335833885,136.6983354,141.3940844,2.173261644766882,0.05554311057605632,0.8318930807903122,4.140629860785091,0.11273603541319693,0.8181358279493852,2.9158018809778112,0.1665875712188144,0.7777173197686844
2022_1073_3,SSA_367,2022,1073,1,1,3,184.9710983,7.8,22.57619942,0.122857783,85.36590441,183.7588058,2.1127383277709493,0.06420775330450812,0.8060409195906197,3.7905255618565827,0.10519157412309563,0.7679030912694559,2.9539316642306104,0.1847189418105456,0.7357259194890551
2022_1074_1,SSA_296,2022,1074,2,1,1,182.8571429,7.7,32.11705847,0.190275547,102.1888245,168.7923588,2.227335856892911,0.06843604656647917,0.8354799945063393,3.939755558678263,0.06520297750335291,0.801454952009018,3.069160473828297,0.19577486887382378,0.7594456386998114
2022_1074_2,SSA_296,2022,1074,2,1,2,198.757764,6.8,20.19287146,0.09788991,49.96351054,206.2814379,2.199122508847141,0.06049444518271507,0.8536792761893384,4.180425302074163,0.11450305894697124,0.8098640253390297,3.1356471729365167,0.19837081107393972,0.7649641873450431
2022_1074_3,SSA_296,2022,1074,2,1,3,197.5308642,7.6,33.57256715,0.180771562,73.92467635,185.718189,2.206964286963333,0.07696930055146234,0.8384660980647327,4.213944023778201,0.11485638770963921,0.7842012638656094,3.4559080542491594,0.24914401264563923,0.8111236256991112
2022_2200_1,SSA_296,2022,2200,8,2,1,203.8216561,7.7,27.24302136,0.198968172,154.2256898,136.9215043,2.21140023160801,0.07557574753265339,0.8418686559954032,4.2836411919842945,0.11467667651106336,0.7945684829298061,3.3590172589306735,0.2369263478905358,0.8069283762721373
2022_2200_2,SSA_296,2022,2200,8,2,2,216.2162162,7.0,31.21952169,0.205131825,128.3782499,152.1924827,2.193693937358339,0.0711947451901438,0.8317389062772973,4.279803307663141,0.11451915481588443,0.8373446024349375,2.801716763855363,0.15859650135591563,0.8025097422113922
2022_2200_3,SSA_296,2022,2200,8,2,3,195.1219512,7.9,31.57385109,0.177785796,87.8393449,177.5949022,2.2307831456203147,0.07085077206500523,0.7963902764652874,3.522729485436781,0.051231975672603514,0.8214627225618405,2.7676122248130732,0.14919723598878798,0.785953992592514
2022_1075_1,SSA_067,2022,1075,3,1,1,250.0,9.1,,,,,2.1513133951501744,0.08424039950440654,0.8143050877817681,3.9910660133391738,0.11121002142357925,0.7806059176203197,3.0255976711718517,0.21129990219509287,0.7478413893627063
2022_1075_2,SSA_067,2022,1075,3,1,2,253.968254,9.7,18.33073184,0.086144775,41.38074389,212.7898284,2.1050875196372965,0.07393393392351377,0.8064131649549652,3.7620864498338413,0.10362531006883163,0.8420417326443403,2.8459380050461576,0.18433382742586224,0.7876496862818626
2022_1075_3,SSA_067,2022,1075,3,1,3,271.1864407,8.4,19.68200011,0.093946166,45.84470352,209.5029633,2.1433032531296834,0.09232455782165416,0.8095599782156112,3.875778183193352,0.1076023149316484,0.8206522544719315,2.8454304320405948,0.1946785594953634,0.7777234812486167
2022_2027_1,SSA_067,2022,2027,3,2,1,193.9393939,10.1,35.54425223,0.18305782,60.19261043,194.1695371,2.162941178397422,0.0697965805643016,0.8414540439657832,4.0727266301190665,0.11231544353017803,0.8719004340903383,2.5271511305072636,0.1276603010796321,0.8420969551974058
2022_2027_2,SSA_067,2022,2027,3,2,2,231.884058,8.5,35.03233424,0.192450241,79.02566252,182.0332056,2.1498798612325687,0.08380761452464691,0.8252714683643494,3.9900919291543175,0.11011444443259041,0.8597446333646424,2.6494838082994248,0.16211359525311897,0.857056767443642
2022_2027_3,SSA_067,2022,2027,3,2,3,220.6896552,9.5,36.94326323,0.209855509,87.67517453,176.0414271,2.147986353436153,0.08517588790887942,0.8171265936802058,3.943212083475035,0.107901134249892,0.8740533253760256,2.8134088675007476,0.18428103036225985,0.8192223509375278
2022_1076_1,SSA_106,2022,1076,4,1,1,213.3333333,9.7,17.87537552,0.103538344,105.6987003,172.6449822,2.1735585241576265,0.0641666829990567,0.841122621352209,4.191398437988893,0.11281609871231768,0.8583705069171468,2.8425539448704775,0.1665102776793902,0.7918021833349707
2022_1076_2,SSA_106,2022,1076,4,1,2,237.037037,8.5,13.56495712,0.060159175,24.9252873,225.4844269,2.1012694687954205,0.0706870734925612,0.7970465118438247,3.6415250354109543,0.10083684871388082,0.762159205529122,3.290464886685507,0.2348816546324788,0.8087990427530175
2022_1076_3,SSA_106,2022,1076,4,1,3,191.6167665,10.0,22.26988285,0.102834934,32.97798585,216.5595089,2.218388189862881,0.0742588489429592,0.8411131225306918,4.327008681422899,0.11447864520355999,0.8564060688569279,3.0444266635251402,0.19863051052937286,0.8183959122524979
2022_2078_1,SSA_106,2022,2078,6,2,1,222.2222222,9.4,29.42413939,0.147408296,53.31412664,199.6097929,2.180060442053959,0.07103043504814055,0.8125381608846574,3.9097255723180275,0.06872138615087331,0.8451160043836459,2.7642614637959015,0.16048787110326712,0.8075903389558672
2022_2078_2,SSA_106,2022,2078,6,2,2,214.7651007,9.2,36.6979296,0.186416495,53.89487384,196.8598838,2.1881035335415784,0.07814483763909719,0.8237185308361814,4.042504885436644,0.11285646444654418,0.7747267912609417,2.8359398625412444,0.17688871771485204,0.7649907391453032
2022_2078_3,SSA_106,2022,2078,6,2,3,210.5263158,9.2,30.88409965,0.150609348,45.26702531,205.0609751,2.1148368074471207,0.059566953771818754,0.8161547522705148,3.797414986867674,0.10256493430399777,0.8516334451317454,2.8442367518041793,0.16770993930457434,0.8080806317193532
2022_1077_1,SSA_155,2022,1077,5,1,1,178.7709497,8.9,24.9088156,0.11858427,40.64942439,210.0515994,2.2152016588330214,0.07656821443777428,0.8215988509681498,4.020344394757346,0.06579895619455434,0.7896078447922827,2.7524860070471844,0.15465519054147603,0.7240447675098579
2022_1077_2,SSA_155,2022,1077,5,1,2,170.212766,9.1,19.52782386,0.090041824,33.76819634,216.8750354,2.2243748061386426,0.07871162443355673,0.8234020542531951,3.9771691808029273,0.06411510348698779,0.8013401804631145,2.781319137597955,0.16381135747227626,0.7149609445007479
2022_1077_3,SSA_155,2022,1077,5,1,3,219.1780822,8.3,11.56359442,0.121022326,230.2340288,95.54926601,2.173499465428395,0.07579395780053533,0.8341405918631011,4.091528272842909,0.11238995945294492,0.8091261260249432,2.7445412953313353,0.16086578409631436,0.7473306835211678
2022_2263_1,SSA_155,2022,2263,7,2,1,203.8216561,8.4,,,,,2.171188952613033,0.08510808126734615,0.8264620985179487,4.039666323668879,0.11073380431481228,0.859873503584826,2.8372934653819324,0.18257352613406042,0.7916984737771389
2022_2263_2,SSA_155,2022,2263,7,2,2,230.2158273,8.0,26.1675717,0.116661975,17.56455478,224.3024927,2.1748712490897364,0.0844883825592142,0.8330669767961336,4.073032047838876,0.11224489245564781,0.8631777603452784,2.6018568855999766,0.15111559452263135,0.8329466796090829
2022_2263_3,SSA_155,2022,2263,7,2,3,177.7777778,8.6,36.32270901,0.177483509,43.30345674,204.6539946,2.219206427647642,0.07946440408609867,0.8430088513760274,4.327553316614996,0.11543897404230213,0.7856444475596543,2.7319704830664024,0.15408467227035805,0.7341996987400096
2022_1078_1,SSA_339,2022,1078,6,1,1,209.1503268,9.9,11.42526124,0.04788147,5.275969515,238.6155093,2.117689989646401,0.07792858809713976,0.7812762492524244,3.8052732368220585,0.10206464109215904,0.8088216341572176,2.913199243409501,0.19398072333431915,0.7765508122856468
2022_1078_2,SSA_339,2022,1078,6,1,2,213.3333333,9.8,19.73451079,0.092232088,40.14336646,213.9657823,2.1479866598981023,0.08065938809882645,0.7932769860119742,4.026974592036332,0.10859466683698571,0.8461009110146996,2.852060439577711,0.18317033502345892,0.8147427641288567
2022_1078_3,SSA_339,2022,1078,6,1,3,189.3491124,10.1,,,,,2.0990962854367132,0.06067883770957183,0.7917845889063038,3.6888493525243957,0.1027638031051128,0.8258552513661555,2.9715326325282025,0.18808227683415635,0.8375863088149886
2022_2115_1,SSA_339,2022,2115,3,2,1,189.3491124,9.8,8.815895372,0.038753123,22.67259119,227.4886461,2.125921307134717,0.0798988939278169,0.7658794084350111,3.85928600427403,0.1012910721025308,0.7899894724428932,2.72185149577637,0.17216596592812838,0.7953147004201078
2022_2115_2,SSA_339,2022,2115,3,2,2,223.7762238,8.8,19.10265103,0.106635018,90.69314444,179.1405057,2.1278528555939884,0.08414765718982253,0.79429672473415,3.7720637406680217,0.10174737562084263,0.791999737396907,2.9645330377559507,0.2077464283312671,0.8164575349649774
2022_2115_3,SSA_339,2022,2115,3,2,3,182.8571429,10.3,9.595605673,0.047187999,58.60416728,203.3484348,2.143695909084832,0.07363378881413374,0.8085565752593838,3.965471697949218,0.10722265382379725,0.8585799326182935,2.8560419212779062,0.17879530892053197,0.8300967587820353
2022_1079_1,SSA_216,2022,1079,7,1,1,183.908046,9.3,18.02719943,0.081834242,29.57169234,220.2891954,2.14590865053653,0.06361371910573066,0.8218140313522742,4.135489826352267,0.11335189231883042,0.8126754581927105,2.8148217264141646,0.16190698979702844,0.7266923663507295
2022_1079_2,SSA_216,2022,1079,7,1,2,207.7922078,8.9,23.13472353,0.118647633,66.35262318,194.9868103,2.1212055828383387,0.061629334015245396,0.8083938171987363,3.784989638971492,0.10215868046682086,0.7865385712379953,3.0252212123674225,0.19185314199660253,0.7659259318861895
2022_1079_3,SSA_216,2022,1079,7,1,3,260.1626016,9.4,19.46715271,0.089227245,31.9036066,218.1749845,2.120518867542413,0.06725812432901423,0.8096831314968109,3.9028636560680456,0.10594473193156867,0.7923346445784193,2.7874824019336146,0.1681195878772006,0.7357766166318291
2022_2047_1,SSA_216,2022,2047,7,2,1,214.7651007,9.7,9.262178665,0.072490097,181.1482674,127.7716404,2.1434621143514154,0.07170710858115348,0.814289590566392,4.00443165322955,0.10984290607475117,0.8590418456526526,2.7727037318395866,0.16609299079772688,0.8234141826778383
2022_2047_2,SSA_216,2022,2047,7,2,2,206.4516129,9.9,19.26197913,0.099943,72.70346888,192.7296479,2.139620827098034,0.06227088711494888,0.8104863629221712,4.014253522670885,0.10911309107291858,0.8968791356069223,2.8575463645753194,0.16623384054024493,0.8469407467234253
2022_2047_3,SSA_216,2022,2047,7,2,3,210.5263158,9.0,23.10229233,0.123301456,78.79479603,187.3643114,2.1374998471293702,0.0660184907278123,0.8080143457517379,3.9321217270895223,0.1070443521568119,0.8552461271776761,3.007070756612724,0.19136696322069258,0.8245402203668566
2022_1080_1,SSA_140,2022,1080,8,1,1,172.0430108,10.3,10.32140222,0.08928352,198.3876049,115.6025464,2.143095048755941,0.06077866636255258,0.8203883680774537,3.9498266313899815,0.10802262069296076,0.7999572827457806,2.905866148059675,0.17250012675201354,0.731402853217128
2022_1080_2,SSA_140,2022,1080,8,1,2,192.7710843,9.6,4.420659887,0.028307721,137.0400025,156.1644591,2.156318603594027,0.06511849475644937,0.8252141012313357,4.024867998416297,0.10963286765387042,0.83631893878043,2.8156624347153314,0.16144062687376692,0.7849651969907043
2022_1080_3,SSA_140,2022,1080,8,1,3,210.5263158,8.8,15.11511405,0.100876108,142.1374269,149.8383948,2.1272986622469783,0.04346412078546169,0.8479374687836314,3.8685382777289,0.10493808305840555,0.79083734419761,2.636118806278782,0.12451160789957205,0.7283934701142641
2022_2005_1,SSA_140,2022,2005,5,2,1,237.037037,9.4,25.53167315,0.161976974,124.829043,157.6253248,2.117476461665547,0.07630572680237235,0.8015707689481869,3.6704485598152163,0.10277473819751926,0.7998764306462645,2.9953334644006024,0.20511746814593013,0.7833002348030851
2022_2005_2,SSA_140,2022,2005,5,2,2,213.3333333,9.5,22.09115685,0.112722711,65.95358226,195.9778712,2.1079051159118607,0.05957630847849438,0.7926004427422757,3.6880724599166914,0.0997302097437941,0.7701369707841801,3.528732099282931,0.2466536623017872,0.8177601058716886
2022_2005_3,SSA_140,2022,2005,5,2,3,217.6870748,9.9,19.48586873,0.109070272,94.56770565,178.6542607,2.144854254828752,0.06883569348435559,0.8249526880185913,3.866931775496269,0.10663278849111418,0.8818790411930515,2.7580998138767847,0.1614066785110111,0.8354826544731867
2022_1081_1,SSA_263,2022,1081,1,1,1,238.8059701,9.0,,,,,2.172736697020665,0.09232362935706273,0.8063181545682772,4.136128805532647,0.11085168391463832,0.8641936657860163,2.9350702294423487,0.20512971378362255,0.8213958402495541
2022_1081_2,SSA_263,2022,1081,1,1,2,225.3521127,10.1,19.1563865,0.10236497,81.43386297,187.1381058,2.168852305145604,0.08780027867034434,0.813194573754742,4.1662105683672275,0.11306176298060022,0.8023343650042895,2.902203869136672,0.196470034130514,0.73440356626873
2022_1081_3,SSA_263,2022,1081,1,1,3,223.7762238,9.7,37.09696788,0.184841795,49.3066415,200.6957784,2.1884132136996417,0.08803943940768544,0.8267673211391197,4.230531353543288,0.1140803156548795,0.7601257621417947,2.8821631978665603,0.19070480443370486,0.7180485136075049
2022_2160_1,SSA_263,2022,2160,8,2,1,278.2608696,7.5,21.26915326,0.114340345,81.48962429,186.0161719,2.12388061698692,0.08782951522716775,0.7855872160052869,3.8203352030588253,0.10160240023002332,0.8534603712715232,3.060982898098595,0.22479640313936922,0.8479908562728167
2022_2160_2,SSA_263,2022,2160,8,2,2,253.968254,8.0,9.913002521,0.060239698,123.2547604,164.5592995,2.1200924942171446,0.08072578092194516,0.78496454435846,3.791077515753004,0.10182813352776365,0.7907981513948017,3.0235364307706467,0.21165090900511718,0.797477873704143
2022_2160_3,SSA_263,2022,2160,8,2,3,262.295082,8.0,22.374262,0.113012706,61.65582396,197.9800566,2.152347674935227,0.09093407830319367,0.7918009909484476,4.001526004315332,0.1072108429129498,0.7919327049157431,2.9539396277184227,0.20818080047701026,0.793266486140578
2022_1082_1,SSA_201,2022,1082,2,1,1,,8.7,19.55710479,0.108372705,91.66205077,180.4615355,2.1542143971897825,0.08404996141859022,0.8065315646440008,3.9041439894381775,0.10593693707834484,0.7851036632667288,3.2287641885084204,0.23785828311698842,0.790942853712334
2022_1082_2,SSA_201,2022,1082,2,1,2,205.1282051,9.6,29.73980196,0.164836079,85.87290316,180.4204642,2.1931577262977724,0.08170680703462974,0.8221695457871904,4.198425351016096,0.11336841052119573,0.8063399448249394,3.3017610574314062,0.23772323948600738,0.7858537068885715
2022_1082_3,SSA_201,2022,1082,2,1,3,220.6896552,8.9,24.46042324,0.117807487,45.81222749,207.6304642,2.1481788363787278,0.08242133358195558,0.7943272947760701,3.89462517817975,0.10439305901124218,0.7857071828401886,3.1397902714052757,0.22515184243198683,0.8048075345056575
2022_2317_1,SSA_201,2022,2317,5,2,1,,9.7,23.78220349,0.113918863,44.47605637,208.7644031,2.2200164047551327,0.08349340769162705,0.8288586379875591,4.3610258538185604,0.11557098483361103,0.8088541598956431,3.358399118388238,0.2435651043424899,0.788621956800464
2022_2317_2,SSA_201,2022,2317,5,2,2,217.6870748,9.2,32.08803601,0.15768856,48.26060215,203.4899421,2.196032219011695,0.08257499216540864,0.8151064582960172,4.263567293359103,0.11503809341897706,0.754574879708404,3.529274786969633,0.2597402295129442,0.8087409267700822
2022_2317_3,SSA_201,2022,2317,5,2,3,222.2222222,9.4,24.84400729,0.149596641,112.0487759,166.0732958,2.188579275613824,0.08170136280062268,0.8127163160272248,4.197007851318762,0.11328335726023614,0.7714538142662525,3.3662032376324116,0.24394074209820327,0.7675544170029356
2022_1083_1,SSA_228,2022,1083,3,1,1,169.3121693,11.4,,,,,2.126567277785668,0.05957662788586071,0.8041242205932331,3.9326413705314236,0.10645740694559136,0.7980189790228069,3.107050797583058,0.19972130591790294,0.7697458934724439
2022_1083_2,SSA_228,2022,1083,3,1,2,238.8059701,10.0,13.99758584,0.083829162,116.1835708,166.9775224,2.053345997159814,0.06272999332387019,0.7369569689723336,4.281522659992019,0.08555029281408816,0.8548998618923663,3.1183057442553577,0.21278982509818423,0.8228862452640531
2022_1083_3,SSA_228,2022,1083,3,1,3,201.2578616,10.4,9.03498997,0.039329275,20.99215286,229.7268356,2.0893572389904547,0.0642213661369635,0.7792903255496386,3.6496599573437294,0.10393428553957873,0.7904109965746432,3.1299127496378594,0.2092657675009736,0.8153320776878207
2022_2062_1,SSA_228,2022,2062,6,2,1,210.5263158,9.6,10.57403065,0.073223425,155.7002464,144.4077591,2.144138578798708,0.07231030502874725,0.8056931600368942,3.921510403501813,0.10620424617149918,0.820524415371884,3.126572076252757,0.2132631195741439,0.8139755941031508
2022_2062_2,SSA_228,2022,2062,6,2,2,193.9393939,10.2,16.4896124,0.104740344,129.8864437,157.433247,2.1420461048676835,0.07199777292011511,0.8169339390772442,3.9212912914167366,0.10677211592888641,0.7925868158792323,2.9550271394846646,0.19195865421358738,0.7578662548478787
2022_2062_3,SSA_228,2022,2062,6,2,3,193.9393939,11.7,13.08311048,0.077000897,112.1419359,169.9085475,2.130235681424378,0.07462087504524606,0.7777011395542659,3.996143486756473,0.1056458461498799,0.8232438261136624,3.1334354661459316,0.21523670721571353,0.8232366978277734
2022_1084_1,SSA_290,2022,1084,4,1,1,159.2039801,8.7,27.49648689,0.139496932,60.95225133,197.1117682,2.191731708753733,0.07572661919077917,0.8064664532908835,4.390995089637771,0.11364226471795888,0.8108269295518656,2.707663827795422,0.15258035811759707,0.7457429184833448
2022_1084_2,SSA_290,2022,1084,4,1,2,184.9710983,9.3,,,,,2.1560869645888308,0.07873580755136178,0.782383935028937,4.115275433064511,0.10920090323079673,0.8526660344355966,2.6135893826909995,0.15052946332830008,0.8505644526307812
2022_1084_3,SSA_290,2022,1084,4,1,3,200.0,8.8,15.20147294,0.071177487,41.63470492,213.5713643,2.189340538380755,0.08477875900590903,0.8015844890660118,4.353124868846897,0.11386051222570898,0.8172381815857397,2.925093560271375,0.19139927055638828,0.7746825827566196
2022_2101_1,SSA_290,2022,2101,5,2,1,209.1503268,9.5,18.36714559,0.081108937,19.09366111,226.4503312,2.173449690548564,0.07942247120402823,0.8110025929701963,4.1132072093717715,0.11208464176845931,0.8240709653191505,3.0773313147880765,0.2089751862215684,0.8117706173908448
