ID,Accession,Year,Plot,Block,Replicate,Repeat,A_sat,gs_sat,C_i_sat,iWUE_sat,SLA,C_i,Nit,V_pmax,V_max,S.Lim.,A_400,gs_w,iWUE,alpha_l,KS_l,R2_l,alpha_h,KS_h,R2_h,alpha_t,KS_t,R2_t
2021_1040_1,SSA_130,2021,1040,8,1,1,,,,,119.8058252,,,,,,,,,2.137664288920561,0.06694955403168301,0.8070130977672698,3.998016800558768,0.11012422584089154,0.7515123402793278,3.463511531854425,0.24477181339141185,0.7945765892735758
2021_1040_2,SSA_130,2021,1040,8,1,2,,,,,125.9183673,,,,,,,,,2.167914221270031,0.07339886566506071,0.8219922625639527,4.114576606825118,0.11297445725110236,0.7777401414029348,3.2723011478337596,0.22992599086239007,0.7677313755049133
2021_1040_3,SSA_130,2021,1040,8,1,3,,,,,100.7346939,,,,,,,,,2.2036947945578595,0.07347435195303886,0.8308527413546976,4.334839906126626,0.11747412309065688,0.8278843381325903,3.1682414814433084,0.2124194007175586,0.7542953431346401
2021_2078_1,SSA_130,2021,2078,6,2,1,,,,,115.3271028,,,,,,,,,2.1839592089506463,0.0773333997570369,0.8220157539391877,4.250894387494195,0.11600817150145265,0.8229379759245268,3.2065388333264333,0.2224222310230516,0.7740997661895616
2021_2078_2,SSA_130,2021,2078,6,2,2,,,,,108.245614,,,,,,,,,2.1985317345985327,0.08142557794767802,0.8268144200739407,4.309252205008082,0.1172698749322702,0.8597736691022835,3.0100737492052114,0.20142926540248607,0.7988725636239051
2021_2078_3,SSA_130,2021,2078,6,2,3,,,,,110.6726457,,,,,,,,,2.2043739383809413,0.07862075631292997,0.8233847895469129,4.403993335915745,0.11679227735941897,0.8289485022970636,3.139529170765702,0.21429725081837314,0.7562951345357373
2021_1041_1,SSA_287,2021,1041,1,1,1,12.47489975,0.061680203,60.53976978,202.2512769,108.722467,,,,,,,,,2.1469321365230636,0.06939433382728588,0.8136178916780084,3.9540886437503215,0.11005437865019865,0.8131525962580317,3.15377702964238,0.215281439434846,0.852332710268491
2021_1041_2,SSA_287,2021,1041,1,1,2,4.968948104,0.023844424,55.2213376,208.3903578,122.7860697,,,,,,,,,2.0897767634688256,0.07167217949127658,0.7667328087147102,3.58384279175498,0.1004040579792802,0.8569977830125611,3.0899918683948644,0.2158627804654295,0.8862588758972908
2021_1041_3,SSA_287,2021,1041,1,1,3,2.95489982,0.012926879,24.89642341,228.5857074,120.9803922,,,,,,,,,2.1072032427993275,0.06474049953448668,0.8055188665049646,3.748233775444272,0.10276705506246098,0.7378231884315665,3.419477808968208,0.24588299722548623,0.7856830979961579
2021_2252_1,SSA_287,2021,2252,4,2,1,30.938592,0.163660732,71.29480382,189.0410217,,,,,,,,,,2.2093016652742237,0.08338526152240977,0.8230216520316336,4.434179300737823,0.116757057324052,0.873032628584239,2.7203958259724494,0.1586469348253965,0.8582839564438257
2021_2252_2,SSA_287,2021,2252,4,2,2,9.74683933,0.043348346,24.89252037,224.849164,105.9227468,,,,,,,,,2.2392064342437727,0.06961389243375637,0.8362749470833762,3.995987356932186,0.063458760622087,0.8245654935744176,2.99486692622817,0.18660874971665242,0.7549261446658506
2021_2252_3,SSA_287,2021,2252,4,2,3,36.84391165,0.162787149,8.135114138,226.33182,,,,,,,,,,2.195805978690137,0.0798081995196731,0.8257415575683278,4.29553641872934,0.11583633376301639,0.847889098103233,2.941374452751591,0.18999948057155847,0.8373652236663067
2021_1042_1,SSA_186,2021,1042,2,1,1,,,,,132.688172,,,,,,,,,2.0802446300153705,0.06788370610555705,0.780122632132381,3.6430619173432257,0.10407375422376763,0.7408918701226992,3.40330035197954,0.2496724375058551,0.7890919395083289
2021_1042_2,SSA_186,2021,1042,2,1,2,,,,,139.4350282,,,,,,,,,2.0506855617213176,0.06433454475264322,0.7422792923533366,4.253128385147783,0.08571600403432644,0.8199167819016453,3.5533144082841113,0.26341177048097897,0.8294776609644966
2021_1042_3,SSA_186,2021,1042,2,1,3,,,,,146.9047619,,,,,,,,,1.9948056138919372,0.04970295810192804,0.716256079650209,4.4001845255281244,0.09600691660309937,0.8248317605611821,3.5582883118222237,0.25927680911796813,0.814133473511729
2021_2077_1,SSA_186,2021,2077,5,2,1,,,,,126.5641026,,,,,,,,,2.1293978120705366,0.07981466824514494,0.7975641311635058,3.919813760170595,0.10803608004595772,0.7946827305827706,3.023271712608078,0.21026655632353475,0.7613206530615642
2021_2077_2,SSA_186,2021,2077,5,2,2,,,,,107.7729258,,,,,,,,,2.194528783889644,0.07372349023401403,0.8357373737982496,4.311580110732576,0.11744893001186721,0.8633786932356893,2.8266279678909867,0.16732726607310888,0.8010828363805612
2021_2077_3,SSA_186,2021,2077,5,2,3,,,,,129.8947368,,,,,,,,,2.2011053128550184,0.08324149610206899,0.8339196491628704,4.282992507073597,0.11564706838196079,0.8538984970092302,2.978095361876177,0.19999856254072568,0.7659400613149109
2021_1043_1,SSA_076,2021,1043,3,1,1,,,,,118.6538462,,,,,,,,,2.1462672317065734,0.07442356209053158,0.815812833030251,3.9162516075099316,0.10950167479814038,0.8329850701678747,3.1103340440388,0.21307211852041708,0.8269425416439262
2021_1043_2,SSA_076,2021,1043,3,1,2,,,,,117.5238095,,,,,,,,,2.160351307373601,0.0666213381559646,0.8389829090538982,3.973313364080137,0.11152908292799515,0.7940081956088149,3.0243026579432604,0.1942386347250904,0.7419431429584816
2021_1043_3,SSA_076,2021,1043,3,1,3,,,,,122.7860697,,,,,,,,,2.1635756596934335,0.07738637760148126,0.8118081433741312,4.052836189730365,0.11281597195266946,0.8005312831156933,3.169499616007854,0.21907289193306467,0.8026576167733009
2021_2151_1,SSA_076,2021,2151,7,2,1,,,,,106.8398268,,,,,,,,,2.2141433443785794,0.065339226275277,0.8334601430873101,4.006869673421148,0.06594227904609484,0.7684455438008312,2.8069109589735026,0.1554842133682912,0.7126485582561005
2021_2151_2,SSA_076,2021,2151,7,2,2,,,,,111.1711712,,,,,,,,,2.222269155573701,0.06252633889307291,0.8354867044306856,4.040199958469201,0.0659339166714431,0.780552802401292,2.8530237939215253,0.15978738256489122,0.7164374958223549
2021_2151_3,SSA_076,2021,2151,7,2,3,,,,,114.2592593,,,,,,,,,2.217001685340505,0.07266949221456076,0.8246121049338673,3.9975031270444914,0.06618860804868243,0.8040461753873744,3.001374202958213,0.19068290128375187,0.7439592277198792
2021_1044_1,SSA_025,2021,1044,4,1,1,24.7125,0.11225,24.625,220.155902,139.4350282,,,,,,,,,2.1386584438732776,0.0783998460275045,0.8069247880984409,3.8531538437664623,0.10651952992725156,0.8357934613087789,3.18896756754259,0.22765803406494356,0.8238345822864952
2021_1044_2,SSA_025,2021,1044,4,1,2,21.64624024,0.105489034,49.67596927,205.1989618,120.9803922,,,,,,,,,2.1898515150176476,0.08408582444013646,0.8241639079236095,4.222583669383483,0.11514614126188641,0.8263276645631535,3.0261128963112722,0.20694662505780925,0.7688218417371486
2021_1044_3,SSA_025,2021,1044,4,1,3,30.275,0.139625,26.95,216.8307968,129.2146597,,,,,,,,,2.131467527297168,0.05995613576683667,0.8377807671735878,3.783897786895051,0.10676008166405387,0.7836222080533516,2.9350624832543892,0.17934763944704557,0.7555009628632926
2021_2310_1,SSA_025,2021,2310,6,2,1,38.20167228,0.193053711,52.68973194,197.8810566,150.4878049,,,,,,,,,2.238784542099329,0.09704062761852006,0.822059693183105,4.537382974300252,0.11671918437402382,0.8265509647886786,2.9746166235157148,0.20722688253530686,0.7607872759036038
2021_2310_2,SSA_025,2021,2310,6,2,2,40.90474493,0.187902063,19.91303363,217.6918348,134.1304348,,,,,,,,,2.2311649263337254,0.08933888460508699,0.8265733165241708,4.514266234144249,0.11901258438846732,0.7953144757927664,2.9258719281793932,0.19146333616120248,0.7298593839781744
2021_2310_3,SSA_025,2021,2310,6,2,3,31.02226569,0.161091227,65.20397439,192.5757611,152.345679,,,,,,,,,2.1872587206466276,0.08572970924388468,0.8233350379212627,4.213786029276236,0.11411035074775955,0.8549367574022321,2.95893689753144,0.19953199613867567,0.8140324484446979
2021_1045_1,SSA_341,2021,1045,5,1,1,,,,,108.245614,,,,,,,,,2.2310430967520505,0.07532916580384885,0.8157991397349018,4.088838308615868,0.06560907539924543,0.8107715277548967,3.228374284486023,0.2182020262256874,0.7823807178217892
2021_2163_1,SSA_341,2021,2163,3,2,1,,,,,99.11646586,,,,,,,,,2.2307877929789757,0.06775964448606175,0.8018146771104125,3.4825859986002015,0.05806119633345497,0.7896647213513304,2.7365431520987755,0.14397717338961102,0.7578329475213087
2021_2163_2,SSA_341,2021,2163,3,2,2,,,,,104.5762712,,,,,,,,,2.2458045036396763,0.07544550933944705,0.8296179633876127,4.022642848923155,0.0631167544398431,0.7839338263834315,2.88232860638277,0.17273927229961827,0.7219615469321263
2021_2163_3,SSA_341,2021,2163,3,2,3,,,,,99.11646586,,,,,,,,,2.2455861241929522,0.0713412984537437,0.8354021394948058,4.0685660521631615,0.06291548184441265,0.7760057155466239,2.7962813857586912,0.15579771049731683,0.7198214217535952
2021_1046_1,SSA_018,2021,1046,6,1,1,11.36287138,0.064148288,101.5072433,177.1344451,123.4,,,,,,,,,2.13046878396092,0.0619374603042222,0.8140784911930539,4.004218603061441,0.10977722724403238,0.8217091669295165,3.0805576072258125,0.20141976303608,0.777506168339731
2021_1046_2,SSA_018,2021,1046,6,1,2,29.34427804,0.137440221,33.7966711,213.5057542,153.2919255,,,,,,,,,2.1104134074448337,0.06870737941457827,0.8076973635266537,3.808901539195318,0.10389304574286728,0.781197683148243,2.8630893671498705,0.17972701301563543,0.7570562312602475
2021_1046_3,SSA_018,2021,1046,6,1,3,28.53540021,0.136229945,40.09135037,209.4649612,149.5757576,,,,,,,,,2.136601590497775,0.07521719707816998,0.815804211512919,3.9274014557895627,0.10970737660136645,0.7826303255551117,3.072906723913154,0.21083644138859836,0.747474168918957
2021_2016_1,SSA_018,2021,2016,8,2,1,,,,,141.0285714,,,58.22799168,32.61812223,0.304683087,20.92554753,0.114611136,182.5786591,2.163871546200739,0.08118183810117585,0.8157441501555467,4.077876489450666,0.11321221853025376,0.7736018840093376,3.488240807416036,0.25718252845513334,0.7975344671574371
2021_2016_2,SSA_018,2021,2016,8,2,2,30.58615357,0.157027028,61.94306723,194.7827322,141.0285714,,,69.97429671,39.12302435,0.206231574,29.73740065,0.194574572,152.8329234,2.166272326823767,0.08022731177701914,0.8134004304079445,4.080574379726948,0.11233663322561885,0.8028782381303982,3.3000802243449465,0.23829505491837588,0.8061320228513219
2021_2016_3,SSA_018,2021,2016,8,2,3,24.82723983,0.164282217,135.3354237,151.1255468,152.345679,,,44.61480584,28.13335268,0.144829188,22.18204647,0.15145804,146.4567115,2.122309138407643,0.0774122185558428,0.7992470676574441,3.7535918231508276,0.10436746889031179,0.7609822499017027,3.40315648320849,0.2515183904891277,0.8072987548671413
2021_1047_1,SSA_155,2021,1047,7,1,1,4.933963845,0.062052031,262.8247372,79.51333391,118.0861244,45.7643104,3.9383582,,,,,,,2.1604502656816686,0.07825885068922622,0.8099458488453697,4.085397328311325,0.11331473692118138,0.7588027210728033,3.55449807945498,0.2622619965133848,0.7967481731654564
2021_1047_2,SSA_155,2021,1047,7,1,2,2.677056398,0.254908627,374.1979779,10.50202353,124.0201005,45.8573456,3.522549,,,,,,,2.180840191108968,0.07986326894464901,0.8178729821045551,4.040722412710159,0.11380712351303457,0.85275588092554,2.657651770891906,0.1528018838051256,0.8643988869563372
2021_1047_3,SSA_155,2021,1047,7,1,3,0.721495162,0.013228486,301.7664136,54.54102292,111.1711712,43.1079843,3.5955857,,,,,,,2.1740367884878014,0.07601898004333452,0.8120505925785264,4.125639131773249,0.11537417592825516,0.8821590587641358,2.7606172542904974,0.1640365734558974,0.8700441001318296
2021_2036_1,SSA_155,2021,2036,4,2,1,11.42265955,0.048355196,6.483104358,236.2240334,134.863388,44.6034908,3.9432157,,,,,,,2.1732837436533776,0.08583373582504683,0.8050580224834757,4.117486840326605,0.11242810597616834,0.796840705930701,3.026126412259618,0.20962723529765281,0.7744789087121254
2021_2036_2,SSA_155,2021,2036,4,2,2,,,,,129.2146597,46.990186,3.4319304,,,,,,,2.1224338837554377,0.07526844668783106,0.7994091591205563,3.8102739587111127,0.10502969896582315,0.8339824996707051,3.0830396209807667,0.21582291045891389,0.8334909539600313
2021_2036_3,SSA_155,2021,2036,4,2,3,8.478119672,0.043443767,74.31982585,195.1515783,,60.5769977,4.8217971,,,,,,,2.1535972179360523,0.07629868548856145,0.8141736288979434,3.97310456404396,0.10935514186657777,0.8703946589083509,2.897991331880562,0.18501841659321128,0.8503064930584762
2021_1048_1,SSA_114,2021,1048,8,1,1,,,,,131.9786096,,,41.57483315,34.45120139,0.421341443,16.55382772,0.093302489,177.4210731,2.2232747037554677,0.08144304422117843,0.8394443529724199,4.236440341438831,0.11239865766808324,0.8157590962769539,3.384849627684144,0.24695282612710312,0.8212820494671728
2021_1048_2,SSA_114,2021,1048,8,1,2,,,,,115.3271028,,,69.48726115,43.10428103,0.256363769,29.58910692,0.181222512,163.275007,2.199803625475256,0.0683652011946918,0.8407364142275758,4.333642707565788,0.11818920182969089,0.8285997360891312,3.1250775986545163,0.20268058793447896,0.7609774398394763
2021_1048_3,SSA_114,2021,1048,8,1,3,,,,,124.6464646,,,49.51406434,34.0093346,0.305241509,21.20254856,0.133222224,159.1517385,2.212431677584967,0.07331352331964514,0.8424772163193669,4.225685280395564,0.11507450266594463,0.8093678511471851,3.3483844897701194,0.23328160016539012,0.8124863845328033
2021_2041_1,SSA_114,2021,2041,1,2,1,,,,,134.1304348,,,,,,,,,2.1270388601936614,0.05902582896106945,0.8327300280880464,3.7917284062483807,0.1061734205647599,0.8765718331592747,2.9582474838845907,0.18185831069282532,0.8416807025825294
2021_2041_2,SSA_114,2021,2041,1,2,2,,,,,145.1764706,,,,,,,,,2.0990417106639927,0.07125147995655956,0.7990146155470775,3.626708425924335,0.09892345712379272,0.8215918531655823,2.996304199289839,0.20228825107315396,0.8043315272494862
2021_2041_3,SSA_114,2021,2041,1,2,3,,,,,138.6516854,,,,,,,,,2.11724115033914,0.07031943908029059,0.8138471208802582,3.7234054467004043,0.10417113342075643,0.8106763979110988,3.1967400854977424,0.2252425984603833,0.8181328792714428
2021_1049_1,SSA_081,2021,1049,1,1,1,11.45647341,0.062771556,95.31167391,182.5105839,137.877095,,,,,,,,,2.0776755459086638,0.06420977197134747,0.7939468250780655,3.6392323348145137,0.10441915613379149,0.8521168212396032,2.979717089317052,0.1979478621864882,0.8260716820401232
2021_1049_2,SSA_081,2021,1049,1,1,2,,,,,146.9047619,,,,,,,,,1.974473592509573,0.03897346130816082,0.7472032465027634,4.204594361023149,0.08862177757772388,0.9076720352289563,2.842831903533785,0.16309960269838764,0.8408447905247691
2021_1049_3,SSA_081,2021,1049,1,1,3,12.48664298,0.081081479,136.9923272,154.0011735,124.0201005,,,,,,,,,2.049572588415154,0.05226780201081915,0.7896995061288228,3.5832168797301795,0.10431682413756294,0.8844852977123514,2.924879468153052,0.18278112826758264,0.8611750212372962
2021_2219_1,SSA_081,2021,2219,3,2,1,16.1034792,0.110260845,147.1981528,146.0489371,146.035503,,,,,,,,,2.1924086191147656,0.08792735848097011,0.8271346750655761,4.213694815863986,0.11580470582408164,0.8389584926551341,2.7975963268709565,0.17524240780109457,0.7776046947204647
2021_2219_2,SSA_081,2021,2219,3,2,2,14.6244605,0.08004978,90.79163335,182.6920771,129.2146597,,,,,,,,,2.2545846372743528,0.0875978310036497,0.8186654656846082,3.9473915216468605,0.061991138531951984,0.7719940447302137,3.161477957911444,0.22104793425774416,0.7651964728475634
2021_2219_3,SSA_081,2021,2219,3,2,3,11.95024165,0.137608511,243.8915542,86.842315,121.5763547,,,,,,,,,2.2539534452481145,0.08412058643170195,0.8240970070326596,3.9857814902715982,0.06284685297704329,0.7830109870426284,2.8514984655045463,0.1739314168192091,0.7331340654340015
2021_1050_1,SSA_308,2021,1050,2,1,1,,,,,147.7844311,42.91,1.92,,,,,,,2.0660648692962233,0.07155372370839896,0.7604158632260416,3.577658136344748,0.10226143337318716,0.7774685078151815,3.5081776136830554,0.26436737987622927,0.817812176802599
2021_1050_2,SSA_308,2021,1050,2,1,2,,,,,134.1304348,39.01,1.36,,,,,,,1.9987146280481274,0.0512508029819394,0.7307849963613229,4.232560888041512,0.09012005580309324,0.8291073194293801,3.3704267752218016,0.2438801728010862,0.8232944359018178
2021_1050_3,SSA_308,2021,1050,2,1,3,,,,,151.4110429,38.23,1.63,113.6405263,22.18515552,0.139479408,18.96742997,0.092204235,205.7110497,2.061420358511514,0.07415697040433078,0.7621680793417622,3.547310483844093,0.10904179447896922,0.8291443930754624,3.2295743421106318,0.24127684793751336,0.8425013150013801
2021_2186_1,SSA_308,2021,2186,2,2,1,,,,,144.3274854,38.22,2.17,67.39611913,37.94639511,0.371739015,22.60060234,0.127772572,176.8814855,2.159667447625358,0.08241660554385655,0.8089245603975758,3.9996517731481007,0.10985358761847414,0.8474420579253104,2.9019092490443765,0.1925682508050035,0.8154247957434065
2021_2186_2,SSA_308,2021,2186,2,2,2,,,,,160.2597403,41.4,2.05,58.7950347,34.17446364,0.149414117,27.94673266,0.204089307,136.9338407,2.1227850991741715,0.08228605394838262,0.7928637066131565,3.7480986292476617,0.10308565614889828,0.7662795294682839,3.1377182988044714,0.23096999416654662,0.7808728922610041
2021_2186_3,SSA_308,2021,2186,2,2,3,,,,,140.2272727,37.74,1.88,86.29490364,39.93366936,0.263393527,28.69249788,0.168998454,169.7796471,2.149959733131618,0.08294135361136457,0.809971658935602,4.009441894981018,0.11031218486305419,0.8645009991361833,2.899564188460941,0.1940387358458111,0.8488390699913654
2021_1051_1,SSA_194,2021,1051,3,1,1,7.393283829,0.062884745,197.9052626,117.5687978,122.1782178,,,,,,,,,2.164183134415014,0.0724773320740405,0.831184078193175,4.072948769668655,0.11199784355384196,0.866283794185837,2.8101877347347024,0.1689992346897531,0.803002035440411
2021_1051_2,SSA_194,2021,1051,3,1,2,14.24096296,0.100969732,157.054621,141.0419015,144.3274854,,,,,,,,,2.1251604635520116,0.07186231113741426,0.8149496442334703,3.7410958590116428,0.10368609126208639,0.7434119480497992,3.111486662956797,0.21419812771908187,0.7557362683019916
2021_1051_3,SSA_194,2021,1051,3,1,3,20.4365452,0.102111037,60.68414937,200.1404141,156.2025316,,,,,,,,,2.0480571407400787,0.07144574120552416,0.7464035331591533,4.093941889223087,0.08685579540064414,0.8515066796490836,3.1251041083966995,0.22563709520090247,0.7918456644999946
2021_2142_1,SSA_194,2021,2142,6,2,1,,,,,127.8756477,,,,,,,,,2.2308997141078297,0.08417291632207136,0.8318852950848249,4.440035299331629,0.1169210469280963,0.8800246304199489,2.776160700599382,0.16673578417944768,0.8020191431719006
2021_2142_2,SSA_194,2021,2142,6,2,2,28.41174936,0.131678004,30.24300659,215.766859,157.1974522,,,,,,,,,2.1260103213600354,0.07614137813584898,0.8126494156713711,3.8109552728233336,0.1051313351101299,0.8179759544095283,3.041696267005172,0.20984673389633313,0.7955975777958247
2021_2142_3,SSA_194,2021,2142,6,2,3,30.7289093,0.157968309,62.15265786,194.5257854,118.0861244,,,,,,,,,2.193806140144654,0.0806834339545417,0.8326620746381248,4.238877665359392,0.11589613184925585,0.8495137683373905,3.0208775544203292,0.20342406069629804,0.7905099271406991
2021_1052_1,SSA_277,2021,1052,4,1,1,5.798822282,0.058954545,229.1707902,98.36090289,122.7860697,,,,,,,,,2.148258709820646,0.08172907125369389,0.7885830677032828,3.9301215749634792,0.10946357114863178,0.8488777369936417,2.7410949829241726,0.17164496129964368,0.843699562327584
2021_1052_2,SSA_277,2021,1052,4,1,2,2.790076023,0.025231507,211.1968761,110.5790482,110.1785714,,,,,,,,,2.1956679851128786,0.08137516387378607,0.821154671178577,4.299053964844929,0.117306752886775,0.7952833634777534,3.2255063452990957,0.22465010967591414,0.7711355424932931
2021_1052_3,SSA_277,2021,1052,4,1,3,17.72574916,0.100234199,100.1589187,176.8433267,119.8058252,,,,,,,,,2.1776294131400076,0.08143044784861919,0.8112426782268295,4.089875971995471,0.11265500496557138,0.7906503851765848,3.447445132203669,0.25206337866102113,0.8244484760304363
2021_2089_1,SSA_277,2021,2089,1,2,1,14.76703731,0.082744486,97.23242972,178.465516,133.4054054,,,,,,,,,2.098503406791837,0.07431997687046266,0.7765089195131746,3.7296568002789248,0.10128172501457439,0.8233129539794246,3.432610783971203,0.25300201715656,0.8516694494864023
2021_2089_2,SSA_277,2021,2089,1,2,2,4.340508475,0.039299575,208.6898946,110.4467035,136.3535912,,,,,,,,,2.1094291733654664,0.06600513182388168,0.8096348951943699,3.747283543928118,0.10327975746556858,0.7910360043974114,3.3752121462430162,0.24043266557031828,0.8064365437549124
2021_2089_3,SSA_277,2021,2089,1,2,3,8.607303605,0.058668254,153.7624862,146.7114321,137.877095,,,,,,,,,2.1150012098997313,0.07198469503060367,0.7868823656901778,3.9216304522753176,0.10566812051756858,0.7881657623267836,3.2873592879610674,0.23485065187445808,0.7985399934301514
2021_1053_1,SSA_297,2021,1053,5,1,1,19.04001307,0.15746569,185.8371044,120.9153122,137.877095,,,,,,,,,2.1462592226652113,0.0782941988469894,0.8038932504906856,3.959449253351837,0.10875765807470653,0.8502905552145897,3.0935883668823325,0.21567381071357228,0.8266161362669697
2021_1053_2,SSA_297,2021,1053,5,1,2,22.67314047,0.183991137,174.6443301,123.2295254,146.9047619,,,,,,,,,2.11510649390503,0.07943982255402604,0.7948681914547515,3.6981789610333946,0.10261944034816806,0.7617416883585781,3.586187098396926,0.2719730263674611,0.8051815869543606
2021_1053_3,SSA_297,2021,1053,5,1,3,23.2824204,0.106986106,33.83747535,217.6209713,131.9786096,,,,,,,,,2.1033012734380914,0.07104670605524299,0.789408172125919,3.7192294370343126,0.10162488820996682,0.8121637652598566,3.143264009312679,0.21840773057285645,0.8024805507087143
2021_2276_1,SSA_297,2021,2276,4,2,1,8.291832186,0.037507224,35.97083163,221.072939,165.6375839,,,,,,,,,2.0553298781921217,0.08152816840264676,0.7609602264177519,3.502303671838408,0.10932684337850418,0.7876037763269543,3.206293734929739,0.24561799387091532,0.8104222272431596
2021_2276_2,SSA_297,2021,2276,4,2,2,0.09936997,0.01464893,376.2984113,6.783428671,109.2035398,,,,,,,,,2.0816095861115516,0.06377432246892623,0.7879820784356121,3.619404440781847,0.10058028983188294,0.8021526278075753,2.953005702209151,0.19053911456013395,0.7884633314800257
2021_2276_3,SSA_297,2021,2276,4,2,3,17.08516845,0.141419814,187.5029083,120.8117018,136.3535912,,,,,,,,,2.1062048146552987,0.07287301715025019,0.7942062093374338,3.7370014343762197,0.10284277076054052,0.7714776577294493,3.2565781992863925,0.23457111743746495,0.7943163824057349
2021_1054_1,SSA_279,2021,1054,6,1,1,,,,,111.6742081,45.04,2.42,,,,,,,2.1567296214940668,0.08475952306582468,0.7930956027052648,4.065982737853406,0.11260116689221428,0.7774781191831086,3.346335444974282,0.24614385482448287,0.8087899887513689
2021_1054_2,SSA_279,2021,1054,6,1,2,,,,,106.8398268,44.28,2.32,,,,,,,2.1592682291544967,0.07947203687721394,0.801361404470291,4.041045452500816,0.11189211794925136,0.7766307720347464,3.4247551347260208,0.24962994529499893,0.7893315464904871
2021_1054_3,SSA_279,2021,1054,6,1,3,,,,,130.5820106,42.93,2.24,,,,,,,2.147859678242134,0.08332909849332026,0.7832456786294132,3.9937978353910677,0.11062378329008715,0.8020796392262188,3.213273801522737,0.23098214740119727,0.8011540417566525
2021_2289_1,SSA_279,2021,2289,1,2,1,,,,,140.2272727,48.62,3.48,64.49549906,31.35597918,0.101438966,27.24795119,0.185130241,147.1826053,2.102756918518198,0.07658142571920101,0.7780917243224188,3.6458136185384267,0.10078837950974628,0.7460429294840818,3.067204632092341,0.21674431693013418,0.7815346032557868
2021_2289_2,SSA_279,2021,2289,1,2,2,,,,,121.5763547,43.39,2.85,,,,,,,2.149402486056468,0.08758722201342806,0.7835921687714339,3.9574615705301883,0.1099943407057638,0.8573075827222578,3.0113932915171815,0.21204322950587695,0.8585727265784856
2021_2289_3,SSA_279,2021,2289,1,2,3,,,,,137.1111111,44.2,3.54,59.02538649,38.03799036,0.1369612,31.29944073,0.25922495,120.7423928,2.1503445363138307,0.09037608733533875,0.7865954941622809,3.861655233460405,0.10679910603746406,0.8677813229397459,2.953974347182382,0.20959505618045338,0.8968732909717935
2021_1055_1,SSA_314,2021,1055,7,1,1,,,,,131.9786096,,,,,,,,,2.1129742008100463,0.05406723657940937,0.8389315749873087,3.6942313095397474,0.10416287317926676,0.7985589258546177,3.0523100835884516,0.19208980775617257,0.789507620033689
2021_1055_2,SSA_314,2021,1055,7,1,2,22.53554583,0.127500772,97.8375713,176.7483085,129.2146597,,,,,,,,,2.134348348799209,0.06235139607327622,0.8343808777975663,3.751549615846382,0.10621248253853766,0.7851790724767961,3.151318077285275,0.2090755096138608,0.7869593901484977
2021_1055_3,SSA_314,2021,1055,7,1,3,16.33153713,0.080591581,58.34329597,202.6456977,120.9803922,,,,,,,,,2.148454881441848,0.0565140606186072,0.8431352622309101,3.8324965663556467,0.10858337010269753,0.762781537533288,3.3429027540729015,0.22267259421637675,0.7878464571205614
2021_2068_1,SSA_314,2021,2068,4,2,1,10.29850965,0.049026533,49.88223614,210.0599196,119.8058252,,,,,,,,,2.117026964353419,0.0576301849169204,0.8268362590074136,3.768304163112168,0.1051060090132207,0.8663713125659529,2.9555140818616628,0.18064406161647772,0.8550093059995518
2021_2068_2,SSA_314,2021,2068,4,2,2,8.989755612,0.043296219,54.89987493,207.6337317,140.2272727,,,,,,,,,2.1289418530467326,0.06828100909908985,0.8172865555637723,3.7875565203330464,0.10644977777270703,0.8040164759972628,3.1408989573238064,0.21179113441422281,0.8103166410599095
2021_2068_3,SSA_314,2021,2068,4,2,3,7.584076683,0.038010179,68.87989559,199.5275176,125.9183673,,,,,,,,,2.1411301445023203,0.06293349856570085,0.834625528216803,3.864299620556713,0.10916016077768365,0.8294619658027813,2.97165713067688,0.18340280650686602,0.8072818008013695
2021_1056_1,SSA_043,2021,1056,8,1,1,,,,,141.0285714,,,,,,,,,2.126681312624426,0.07734412012396763,0.8119154838803566,3.7694003148535966,0.10449107884626974,0.7507534749311773,3.1960077940882954,0.23270926683682647,0.7720461413612811
2021_1056_2,SSA_043,2021,1056,8,1,2,,,,,146.035503,,,52.33064669,25.55229062,0.134686834,20.70008698,0.121764723,170.0006904,2.0916801629874957,0.07514109329865826,0.7847035776848157,3.6701616663567354,0.10513997056053725,0.796424327958541,3.366074890185754,0.25120615124183454,0.8268549976280721
2021_1056_3,SSA_043,2021,1056,8,1,3,,,,,136.3535912,,,,,,,,,2.154268759333302,0.08868440841250036,0.7874321906389363,3.9924327553927395,0.10828998884612917,0.8287906076168621,3.3504521867108026,0.2524651908658868,0.8452982335692651
2021_2302_1,SSA_043,2021,2302,6,2,1,,,,,122.7860697,,,,,,,,,2.1708453889206494,0.07178720112234549,0.8308464275434406,4.115993896375352,0.11272628508008833,0.8102903153432924,3.031473506799337,0.20027826852778707,0.7616286380067407
2021_2302_2,SSA_043,2021,2302,6,2,2,,,,,146.035503,,,,,,,,,2.1566870657998067,0.0834003024520723,0.8055174540784313,4.070718041673484,0.11181703265963355,0.7917849548575385,3.307966254967002,0.24419460072772614,0.7806031093836121
2021_2302_3,SSA_043,2021,2302,6,2,3,,,,,131.2765957,,,,,,,,,2.176102840308222,0.091482555624531,0.8103179754582571,4.132791809424514,0.11287770659024995,0.7585381404606207,3.5397218764199803,0.2729549885234074,0.7895342973250796
