ID,Accession,Year,Plot,Block,Replicate,Repeat,A_sat,gs_sat,C_i_sat,iWUE_sat,SLA,C_i,Nit,V_pmax,V_max,S.Lim.,A_400,gs_w,iWUE,alpha_l,KS_l,R2_l,alpha_h,KS_h,R2_h,alpha_t,KS_t,R2_t
2021_1003_2,SSA_369,2021,1003,3,1,2,,,,,95.65891473,,,,,,,,,2.1888294626833305,0.07241420590142678,0.8255637881325195,4.247229992376412,0.11559324914691665,0.7977895393339561,3.35439794845972,0.23472477916293621,0.8082896185264179
2021_2267_1,SSA_369,2021,2267,3,2,1,,,,,98.32669323,,,,,,,,,2.2205865293807965,0.06796871387059633,0.8402549483348113,4.396379779773618,0.11857530932107241,0.8299093325155367,3.04318899034837,0.18833432398877348,0.7453400648838795
2021_2267_2,SSA_369,2021,2267,3,2,2,,,,,91.0701107,,,,,,,,,2.2466165085944088,0.07938765101419287,0.814560573197364,4.059951876722932,0.06484824146058676,0.8653660131586749,3.010503512092245,0.19350595150964078,0.8058560371236541
2021_2267_3,SSA_369,2021,2267,3,2,3,,,,,99.91902834,,,,,,,,,2.216420433344905,0.07716131993062891,0.8320061426983325,4.442060459301447,0.1184455540844952,0.8218728056913781,3.0765517806195373,0.20326817777158357,0.752730855805193
2021_1004_1,SSA_253,2021,1004,4,1,1,,,,,115.8685446,,,,,,,,,2.181950557917299,0.08013353423584157,0.8234426519911879,4.0832487758196345,0.11245636636080983,0.8505234924058225,3.0637084610843854,0.20951760728897406,0.8224959832199558
2021_1004_2,SSA_253,2021,1004,4,1,2,,,,,138.6516854,,,,,,,,,2.144378340221222,0.08304444960473556,0.8049126000487965,3.9065243621989145,0.10711799357396345,0.7935490185862204,3.271462853329268,0.24065154638826525,0.814725036382671
2021_1004_3,SSA_253,2021,1004,4,1,3,,,,,124.6464646,,,,,,,,,2.1815727980534825,0.08675038384124201,0.8072705561809203,4.136172104802314,0.11185056603790941,0.7984021167483509,3.0417189509510068,0.2136030197746428,0.7702093050994415
2021_2216_1,SSA_253,2021,2216,8,2,1,,,,,166.7567568,,,,,,,,,2.1194536639002273,0.10021766290892165,0.7615413309558974,3.632981447441991,0.10120790498028187,0.7209476970311054,3.0600221499255484,0.239266430888748,0.7595985860615246
2021_2216_2,SSA_253,2021,2216,8,2,2,,,,,134.1304348,,,,,,,,,2.0852621211275078,0.07093019460210681,0.7861690458067017,3.5714618083930776,0.10261654599987757,0.797324793716377,3.4668044651228094,0.2585389525560051,0.8316700940062474
2021_2216_3,SSA_253,2021,2216,8,2,3,,,,,138.6516854,,,,,,,,,2.2010389581265652,0.08337784392583347,0.8349183871291852,4.217505694642255,0.11571143195946518,0.8268238571900945,2.992408167627788,0.20314406845387822,0.7672365495844706
2021_1005_1,SSA_313,2021,1005,5,1,1,28.26709506,0.141140814,55.11875341,200.2758395,146.035503,,,,,,,,,2.1871391906979807,0.09046152165701327,0.8104086865120291,4.2289713608998625,0.11327538151972472,0.8664406948622146,2.91631224354875,0.19880106290067712,0.8409036916766296
2021_1005_2,SSA_313,2021,1005,5,1,2,26.88419868,0.135228111,58.1662447,198.8062878,136.3535912,,,,,,,,,2.1938417527051315,0.08724792454414199,0.8093804320797647,4.266697996432999,0.11441716732881316,0.8195544518122185,3.0702822557686558,0.2145984346708294,0.7898215351003482
2021_1005_3,SSA_313,2021,1005,5,1,3,25.82646984,0.149861241,100.2582148,172.3358864,158.2051282,,,,,,,,,2.1869609101626275,0.08993371186453725,0.8093545856298664,4.211089958344347,0.11387430602070359,0.8620907545420384,3.0478249000822206,0.21548598457438273,0.8318353433290951
2021_2050_1,SSA_313,2021,2050,2,2,1,19.27243235,0.101995642,77.93064342,188.9534878,147.7844311,,,,,,,,,2.1107885663982477,0.07786641323854937,0.7835927153499609,3.674596757200873,0.10012001519491495,0.8358788112560256,3.16927355373146,0.22942900516337483,0.8711545636060096
2021_2050_2,SSA_313,2021,2050,2,2,2,23.59212251,0.14452866,116.3933872,163.2349082,128.5416667,,,,,,,,,2.1681618816057218,0.07570161053348023,0.8242382620110927,4.007438571172997,0.11058762458443064,0.813706448416796,3.21094222462014,0.2252744526453997,0.8070055391977489
2021_2050_3,SSA_313,2021,2050,2,2,3,20.13946521,0.097000854,47.73330935,207.6215241,173.8028169,,,,,,,,,2.095923986173563,0.0673161248101466,0.791157794739074,3.6210893305259977,0.10029341972657352,0.8080708503610183,3.371217116430036,0.24361733243235117,0.8257104265208279
2021_1006_1,SSA_134,2021,1006,6,1,1,21.19869296,0.099001431,36.21195045,214.1251165,126.5641026,,,,,,,,,2.1808339617490873,0.07493349872324395,0.8381560619740375,4.1054997026153925,0.11299592263362185,0.8407812852301522,2.9832942584940416,0.19557130227540187,0.768025369765801
2021_1006_2,SSA_134,2021,1006,6,1,2,18.48008406,0.122821283,138.3329608,150.4632059,143.4883721,,,,,,,,,2.1400383528891047,0.08131333865182488,0.8066163769582524,3.913936144400329,0.10954980763496563,0.7682668870938418,3.477141886541067,0.2601321054954183,0.8030281935840311
2021_1006_3,SSA_134,2021,1006,6,1,3,17.68865782,0.089057771,62.54719734,198.6200382,109.2035398,,,,,,,,,2.208601715278032,0.08242605052559726,0.8295579046363679,4.379691247683653,0.11703594784893578,0.873288291750051,2.9189499968504413,0.1890523495864449,0.8480001589791234
