"ID","N","CHL","CAR","ANT","EWT","LMA","CBC","PROT","BROWN","alpha"
"2022_2170_3",1.41142748373542,49.6727333056709,9.98714386056863,0,0.0118318619060804,0.00241649679245406,0,0,0,40
"2022_1010_1",1.32473837458358,38.324883867913,7.62592577261747,0.501087028045035,0.0105576110298504,0.00200478371713663,0,0,0,40
"2022_1010_2",1.23373287901524,39.3880544199868,7.42167796035682,0.281581168944939,0.00904415668891233,0.00162706165119353,0,0,0,40
"2022_1010_3",1.41231428612616,58.7530219872443,9.70640738440055,2.08373803869602e-08,0.0113843008018846,0.00229541670284789,0,0,0,40
"2022_2284_1",1.39842605272637,57.0825758389869,9.97009354838329,0,0.0109639698013177,0.00263824880029605,0,0,0,40
"2022_2284_2",1.34459067470249,53.3674770107833,9.8211085287168,0,0.0104008762602952,0.00234166990556001,0,0,0,40
"2022_2284_3",1.34418329599719,54.888334720344,10.403169243179,0,0.011632563315598,0.00214129801128524,0,0,0,40
"2022_1011_1",1.43445278755072,31.0156442329918,5.18803267810533,1.54747715443857,0.0110880849877941,0.00298207660989145,0,0,0,40
"2022_1011_2",1.25998543389128,30.4340219254104,5.82952895472516,1.14104881627641,0.0104155706859276,0.00208721895678952,0,0,0,40
"2022_1011_3",1.44500294140911,38.2991550331805,6.96382667027953,1.09279961402776,0.0108411332386799,0.00304620243604462,0,0,0,40
"2022_2250_1",1.35857538332863,37.4933427808494,7.00534965037863,0.732146624092039,0.00974185310530669,0.00244822011837509,0,0,0,40
"2022_2250_2",1.1773682212687,44.2454724269147,10.4274842322259,-3.3881317890172e-21,0.0116426170082261,0.00132682950596443,0,0,0,40
"2022_2250_3",1.24434766669769,34.9121373736828,7.07649224984298,0.47857442839951,0.00917448949837869,0.00201162625089681,0,0,0,40
"2022_1012_1",1.33907794303969,63.9944931341239,9.20685217204072,0,0.0109368619450378,0.00194602665226563,0,0,0,40
"2022_1012_2",1.23109624388049,66.713391163918,10.8558425209355,0,0.0108558469868035,0.00220131244353369,0,0,0,40
"2022_1012_3",1.37111418591462,64.8669660019515,9.64685247746667,0,0.0110853145124125,0.00254941193450414,0,0,0,40
"2022_2278_1",1.196675246557,58.5701834940438,10.0240753487239,0,0.010628009710207,0.00157328077275687,0,0,0,40
"2022_2278_2",1.29077997936139,48.8567723826493,10.1068992638772,0,0.0101057858524538,0.00188286471081082,0,0,0,40
"2022_2278_3",1.25224702647596,48.300982999245,9.7231595778771,0,0.00984215008428102,0.00212097156887518,0,0,0,40
"2022_1013_1",1.28335490306282,38.1819179054419,7.83500470137252,0.43537422628038,0.0100225707324907,0.00152286644051081,0,0,0,40
"2022_1013_2",1.42467635631524,64.261949628784,10.7893556076537,0,0.0109195031266875,0.0021730105733077,0,0,0,40
"2022_1013_3",1.30648656904464,56.7134592528176,10.0931654331164,0,0.0100569879384485,0.00183117040153338,0,0,0,40
"2022_2124_1",1.37578181373946,50.4853929131076,10.4637446044306,3.46944695195361e-18,0.0100328531629989,0.00275871576205192,0,0,0,40
"2022_2124_2",1.36066163557132,53.9801796796964,11.2348294961681,0,0.0128278628124375,0.00281796435727237,0,0,0,40
"2022_2124_3",1.45459352057083,55.9405096858203,10.7375290857321,0,0.00968452912221323,0.00289500746983281,0,0,0,40
"2022_1014_1",1.50491947095594,43.5038192311225,8.69837279030246,0.499296568180763,0.0142514728488505,0.00323597114971793,0,0,0,40
"2022_1014_2",1.36281600556211,42.5895639934279,8.73467746506937,0.21733288938856,0.0108581161742418,0.00242758050522133,0,0,0,40
"2022_1014_3",1.47735956309042,47.1355187951925,9.19629481085203,0.195687062979635,0.0117531434764495,0.00311687587698195,0,0,0,40
"2022_2208_1",1.45767036539655,35.9336669007962,6.98919741393823,0.818216954805569,0.0121031021685468,0.00306235278726472,0,0,0,40
"2022_2208_2",1.42959040272996,51.4842403175214,9.59507507703377,0,0.0115301762037348,0.00316561210374287,0,0,0,40
"2022_2208_3",1.41536479959395,60.780315101047,9.89492569547048,2.77596413737757e-16,0.0110698812323929,0.00258520816262242,0,0,0,40
"2022_1015_1",1.42222200884626,51.1668954982323,9.5921969627605,-8.32667268468867e-17,0.0109040630846095,0.00306707076088572,0,0,0,40
"2022_1015_2",1.465559274159,56.4890037841614,9.68953687608453,0,0.0123209418904821,0.00369453397373715,0,0,0,40
"2022_1015_3",1.45557807921209,68.5988366152762,10.3213023219576,0,0.0124645836357661,0.00301953528610347,0,0,0,40
"2022_2265_1",1.35807810332025,69.8074833096591,10.7045070470811,0,0.0123094261916023,0.00316283784155853,0,0,0,40
"2022_2265_2",1.34200307391333,54.8420191268112,10.0895220124418,0,0.0101431241379734,0.00278906302754596,0,0,0,40
"2022_2265_3",1.3591775252927,57.5917414087863,9.61387183894143,0,0.0101732812955244,0.00274054168216586,0,0,0,40
"2022_1016_1",1.31479149885027,61.6672958369672,11.708497861719,0,0.0114858140981474,0.00181720906423723,0,0,0,40
"2022_1016_2",1.24903466810661,50.9231893622534,10.8007525075009,-3.3881317890172e-21,0.0111009248084814,0.00154009013796412,0,0,0,40
"2022_1016_3",1.3538987867804,65.2882276963053,9.78483612083812,0,0.0124906735595585,0.00233740168516978,0,0,0,40
"2022_2218_1",1.42199978888467,61.9969963953639,10.1016971585108,1.31255880556763e-09,0.0109408141140954,0.00299736719582084,0,0,0,40
"2022_2218_2",1.21888973551651,45.3235108485158,9.45785777521539,0,0.00963752537979333,0.00217136620376605,0,0,0,40
"2022_2218_3",1.19866370281777,53.5155637339119,9.95501376968266,0,0.00945554608995334,0.00212730312738629,0,0,0,40
"2022_1017_1",1.26314560303089,24.9845182173907,7.06667151627502,0.885724420478261,0.00794010955118823,0.00247320444135922,0,0,0,40
"2022_1017_2",1.37276119425023,27.1205085138787,6.49187914696276,1.32314278288136,0.00872547797368564,0.00328711338992463,0,0,0,40
"2022_1017_3",1.51822813617094,25.0574509263592,6.00670980150342,1.728225852638,0.0101617151771009,0.00446113297398836,0,0,0,40
"2022_2042_1",1.41628331889117,38.4925773420159,9.00416921109255,0.231882067749618,0.0105254738935274,0.00316142662359777,0,0,0,40
"2022_2042_2",1.37749346911074,38.7702984861495,9.83361878693846,0,0.0102029278369071,0.0028873505909209,0,0,0,40
"2022_2042_3",1.3940146600528,30.7732129258173,9.22490683840072,0.474466126449094,0.00990672624220014,0.00344005565190591,0,0,0,40
"2022_1018_1",1.49491647313029,39.5044155892437,7.56230821175841,0.605078979834165,0.0111194909563362,0.00199009040369267,0,0,0,40
"2022_1018_2",1.50353270088721,46.8132404313446,8.28101841194768,0.369617479032729,0.0106099882399947,0.00227847953866352,0,0,0,40
"2022_1018_3",1.44209777042044,45.4758390141463,8.51536582204197,0.158173619994912,0.011807170491189,0.00233104607883894,0,0,0,40
"2022_2198_1",1.43790265969401,43.4349470441925,9.32873390042517,0,0.0122734602957,0.00369980080870951,0,0,0,40
"2022_2198_2",1.41056449135591,45.5083479336985,9.38252984525916,0.054756678875308,0.0107328186223702,0.00318963395727015,0,0,0,40
"2022_2198_3",1.62262399858905,55.4349152501533,11.0901687296531,0,0.0129009053906817,0.00407979605364934,0,0,0,40
"2022_1019_1",1.27009059226971,59.9469665626521,9.82483867384947,0,0.0097426058261443,0.00184223114988028,0,0,0,40
"2022_1019_2",1.34268387374185,52.1454910130314,9.3904234201069,2.11758236813575e-22,0.0110247837394668,0.00163161167379038,0,0,0,40
"2022_1019_3",1.34202521718527,51.6299922297112,9.55577831341181,0,0.0116736516058121,0.00204450133644652,0,0,0,40
"2022_2038_1",1.35465169610651,85.0100562124015,9.73455903632358,2.22112367560812e-16,0.0117367245521989,0.00211964571001559,0,0,0,40
"2022_2038_2",1.31952532786748,64.6781424708124,10.0026870035219,0,0.0109388583691294,0.00170584017578012,0,0,0,40
"2022_2038_3",1.33862799421921,74.6241093889726,9.46219471771941,0,0.0112955080811795,0.00205636290526389,0,0,0,40
"2022_1020_1",1.38982954962619,45.2412505640291,10.4151941542216,3.3881317890172e-21,0.0109062990253361,0.00231275963072754,0,0,0,40
"2022_1020_2",1.24755689307089,45.3833297634105,9.41493676423387,0,0.00913324106928922,0.00226278313032962,0,0,0,40
"2022_1020_3",1.35091329466367,70.7191213056845,12.3884623508561,0,0.0116757506279418,0.00288587945033433,0,0,0,40
"2022_2259_1",1.23177954148272,53.9062243299146,9.77812898117728,0,0.0097755608781532,0.00231351506531757,0,0,0,40
"2022_2259_2",1.31440671283778,53.6741594982401,10.4931878032878,0,0.010140456072567,0.00257750555701514,0,0,0,40
"2022_2259_3",1.24691617923491,47.3955629930225,9.6694541985541,0,0.00956972506258428,0.00278712250158365,0,0,0,40
"2022_1021_1",1.46910642384673,53.6030702835075,10.5781880244757,-5.55111512312578e-17,0.0130791863470046,0.00366969861847835,0,0,0,40
"2022_1021_2",1.25217016936473,25.4465985987681,5.03380016920552,0.799466763075339,0.00875892042659156,0.00155562443091458,0,0,0,40
"2022_1021_3",1.55295108927431,32.6415252483394,4.95388486802968,2.05281354861448,0.00835486546082825,0.00442045659467773,0,0,0,40
"2022_2031_1",1.28023214306034,40.9147633807522,9.4666103510308,0,0.0117078817433666,0.00252683247962522,0,0,0,40
"2022_2031_2",1.2510323247759,39.323579258885,8.93101233627968,0.160997010110904,0.0104600223521934,0.00187249275077818,0,0,0,40
"2022_2031_3",1.36983317005605,43.4583691156177,9.51711949439886,0,0.0115421192996739,0.00306762213268963,0,0,0,40
"2022_1022_1",1.33837812249714,56.8626095723911,11.1189574758206,0,0.0128528701677466,0.0015129964219694,0,0,0,40
"2022_1022_2",1.33112279939574,22.5700999548275,4.43408680509806,1.15014823109432,0.0105215324198876,0.00139155911414593,0,0,0,40
"2022_1022_3",1.36834714104898,55.1380203477043,10.3513345098416,2.71050543121376e-20,0.0116051969701761,0.00176198483401298,0,0,0,40
"2022_2123_1",1.30840851449597,54.7425587709521,11.8721239034159,0,0.0136669556515529,0.00219385407991443,0,0,0,40
"2022_2123_2",1.63477906787146,58.12868388552,11.862606093947,-4.2351647362715e-22,0.0130914665973763,0.002959775632683,0,0,0,40
"2022_2123_3",1.35608503319343,47.517664613217,10.7355387878673,0,0.0118638954871582,0.00215690287646783,0,0,0,40
"2022_1023_1",1.34055345571321,82.4957505668346,8.1417435076481,0,0.0114681033429975,0.00247626178138841,0,0,0,40
"2022_1023_2",1.24796470882684,63.4785817006613,8.53867139866582,2.2215302514228e-16,0.00960638801539352,0.00226699058622886,0,0,0,40
"2022_1023_3",1.36612461621631,62.4877663134583,9.57082752673258,0,0.0111476582761006,0.00240056991088566,0,0,0,40
"2022_2280_1",1.30103409854397,66.6842954905969,9.75951001401905,2.77555756156289e-17,0.0107444114377799,0.00212617631715116,0,0,0,40
"2022_2280_2",1.28794669700607,52.785789088236,9.50271045966423,0,0.0105148580010101,0.0017346720173052,0,0,0,40
"2022_2280_3",1.30915809350275,50.3964335629763,9.00354341837035,0.0541925286594427,0.00995396941125662,0.00193716798899044,0,0,0,40
"2022_1024_1",1.3327052855489,25.9699365433651,4.74792959565121,1.54646142182522,0.00799864314323646,0.0028145337627342,0,0,0,40
"2022_1024_2",1.32057173348963,31.3746712764262,5.23862012537915,1.39060609739846,0.00789220113531409,0.00228400486782298,0,0,0,40
"2022_1024_3",1.31531735687008,45.479533657231,8.63624952334839,1.38760937419199e-17,0.00833446945149056,0.00273869985233215,0,0,0,40
"2022_2211_1",1.18117772040265,40.6752920883249,8.37687003952498,0.0431023492989943,0.00742961086119881,0.00216860542439872,0,0,0,40
"2022_2211_2",1.27500976428118,36.4785446107311,7.13897152992791,0.710202401613862,0.00812428328521492,0.00242051172300156,0,0,0,40
"2022_2211_3",1.37160563456373,38.9277339150962,7.58308267549866,0.725000202469736,0.00823110472165184,0.0028510281880821,0,0,0,40
"2022_1025_1",1.29108399668348,43.5479848257968,8.79051610889304,3.3881317890172e-21,0.0103504607083588,0.0014055080808582,0,0,0,40
"2022_1025_2",1.37870843886286,37.5613167055427,6.50927842704105,0.665487091748379,0.00937442596018336,0.0015369035263349,0,0,0,40
"2022_1025_3",1.37822320967569,48.5591720441324,9.44665673667982,0,0.0108353347649587,0.00162757203242755,0,0,0,40
"2022_2146_1",1.40782021709183,49.2351368600786,9.37605436011791,0,0.0102080946744832,0.00259930538464866,0,0,0,40
"2022_2146_2",1.16748034302005,46.84768091327,10.2203537721771,0,0.00986170021831834,0.00164224194522723,0,0,0,40
"2022_2146_3",1.35865779589814,70.7381999145867,11.5410280239144,2.77555756156289e-17,0.0124839095878459,0.00269348729826171,0,0,0,40
"2022_1026_1",1.30733461604518,54.3827626979276,10.4488923773452,2.08166817117217e-17,0.00949651134240245,0.00267370951556867,0,0,0,40
"2022_1026_2",1.33450639582859,72.2406418607159,10.7155375757764,2.22098815033656e-16,0.0108756086066843,0.00261316072209149,0,0,0,40
"2022_1026_3",1.30744715654152,33.0654739712316,6.77369050933112,0.77281948279962,0.00875663651795794,0.00168914531783507,0,0,0,40
"2022_2135_1",1.33598290254788,67.6748879604765,10.5901362640659,0,0.0103010108917453,0.00273103773444785,0,0,0,40
"2022_2135_2",1.34768705228948,59.5349700379751,9.91122438030505,0,0.0105039539866913,0.00274097267404393,0,0,0,40
"2022_2135_3",1.36742257462273,78.1225877515752,9.76714547664254,0,0.0143668349955157,0.00303381028445861,0,0,0,40
"2022_1027_1",1.20255506110192,29.8214573962043,6.34515398558831,0.862942716817289,0.0111883874897282,0.00227748015365682,0,0,0,40
"2022_1027_2",1.37304463214019,41.723174935473,9.92983915606427,0.671745285127263,0.012650548920202,0.00255769850943248,0,0,0,40
"2022_1027_3",1.50124275015287,38.557467178129,8.4780912289818,1.25955831780687,0.0124994610818246,0.00289586830250699,0,0,0,40
"2022_2304_1",1.15786599536112,18.5978360615766,3.79236816264359,1.51849143297495,0.00928069741639939,0.00224552083457637,0,0,0,40
"2022_2304_2",1.31086594559576,51.7633686248259,10.9319203360814,0,0.0130705611006636,0.0020506111561291,0,0,0,40
"2022_2304_3",1.25873551082648,27.63994160062,4.67892518666726,1.25709379015466,0.0095687362673478,0.00207278953213573,0,0,0,40
"2022_1028_1",1.51730618718805,58.7303725021298,11.2004848490625,0,0.0135076944357316,0.00332318018817854,0,0,0,40
"2022_1028_2",1.38344178629576,62.6173136054138,9.78156969262134,1.35525271560688e-20,0.0114983791794426,0.00300139866990656,0,0,0,40
"2022_1028_3",1.42369217020716,55.1249286986896,9.47553999048637,0,0.0106791786300378,0.00300757935103998,0,0,0,40
"2022_2017_1",1.51419686000506,53.9957998039505,10.2209070025287,0,0.0129392800228044,0.00272690683785039,0,0,0,40
"2022_2017_2",1.38454245736077,58.2963909884508,9.32978901205507,0,0.0127908102533725,0.00234054714840567,0,0,0,40
"2022_2017_3",1.49467704871026,55.3603298088996,9.77009733240187,0,0.0121173567895044,0.00225288804157713,0,0,0,40
"2022_1029_1",1.60365143347741,50.6102107859928,9.90833580527555,1.70563858323749e-06,0.0118193962960558,0.00367062050772682,0,0,0,40
"2022_1029_2",1.59118484906306,50.0650389963908,9.31584197942356,0.240959481657214,0.0116500716558033,0.00328411842714835,0,0,0,40
"2022_1029_3",1.68724074590432,37.9032033830889,6.19877458421136,1.53565423908496,0.0115299376458191,0.00380640760079268,0,0,0,40
"2022_2241_1",1.45310655670684,28.7411802737661,4.18487616764518,1.954491152643,0.0101049799084223,0.00355891457683063,0,0,0,40
"2022_2241_2",1.26337405999023,38.2376168684666,8.60140248451214,0.627092136273258,0.0101474107232314,0.00285768725233233,0,0,0,40
"2022_2241_3",1.34705162842434,38.5842594903811,8.07920417340032,0.62262323066057,0.0101414870199569,0.00312127826182995,0,0,0,40
"2022_1030_1",1.34527117920081,56.0120628368094,10.348028695005,0,0.00964408316777542,0.00253023815811981,0,0,0,40
"2022_1030_2",1.32987854853886,35.8320394375902,8.42106698820648,0.104391798284881,0.0107565151021548,0.0020815410753258,0,0,0,40
"2022_1030_3",1.38980318168277,41.679429183438,9.22753977504122,0,0.0102567091698453,0.00211987104203589,0,0,0,40
"2022_2071_1",1.44840494330343,64.3366177485554,10.5148445231476,0,0.010214059251699,0.002856338618829,0,0,0,40
"2022_2071_2",1.40008267395413,62.9354631100361,10.9610996892158,0,0.0110352560975674,0.00269989513686177,0,0,0,40
"2022_2071_3",1.34154569658148,67.1543299880633,12.4878983189675,0,0.0124614120586278,0.00268553632526915,0,0,0,40
"2022_1031_1",1.40123505582594,44.139628153881,9.55811758731594,0,0.0110207673104289,0.0030823440128285,0,0,0,40
"2022_1031_2",1.35076972253289,35.831048308919,7.25438959226131,0.595191160239185,0.00897232330712802,0.00216754742327209,0,0,0,40
"2022_1031_3",1.37220092487599,48.2198889997882,9.7417523889931,0,0.0107776602080882,0.00256915677813044,0,0,0,40
"2022_2142_1",1.44593538695834,32.8535088856979,6.37672910502805,0.886712214305689,0.00963645258687709,0.00237830763679088,0,0,0,40
"2022_2142_2",1.67138467425531,37.7026576187445,6.19438510161588,1.08853697952347,0.00812864840477133,0.00344706422228616,0,0,0,40
"2022_2142_3",1.52005255303349,53.4147164880117,9.58972529812431,0,0.0110454760296992,0.00300818548146866,0,0,0,40
"2022_1032_1",1.49874098151331,57.5465382008157,11.0581038785885,-5.55111512312578e-17,0.0103437445017989,0.00271477624646263,0,0,0,40
"2022_1032_2",1.39379484630027,49.5907827771084,10.3040042994992,0,0.00989120582117109,0.00261723062944974,0,0,0,40
"2022_1032_3",1.27871332711143,51.6482384653883,10.0314015561218,0,0.00995874200868432,0.00254841083956265,0,0,0,40
"2022_2180_1",1.28520044301292,30.1182079710017,5.91152228120283,1.07171109496738,0.00949802244526688,0.00185874418834567,0,0,0,40
"2022_2180_2",1.30228346958729,46.8204853373214,10.0501147864011,0,0.0101442874428128,0.0021467927936902,0,0,0,40
"2022_2180_3",1.44631671377588,47.6998564302044,9.96786570810003,0.0792433248599424,0.0116624053744872,0.00313702773022791,0,0,0,40
"2022_1033_1",1.42139467048889,72.376751549201,9.17016774014297,0,0.0123917950904203,0.00231780671758075,0,0,0,40
"2022_1033_2",1.40722557773816,52.0985690883386,9.25740315361702,0,0.0121117167829775,0.00209818261459554,0,0,0,40
"2022_1033_3",1.43519812156034,45.1113776559207,8.22766991061325,0.134388383030922,0.0120293303138064,0.00235897364217224,0,0,0,40
"2022_2271_1",1.4388114031311,55.1786557000332,9.0854053384264,0,0.0116601062620368,0.00242175702175241,0,0,0,40
"2022_2271_2",1.38427151402959,74.802697570682,9.61900396686142,1.8292882826148e-06,0.0103864529074225,0.00251025319141051,0,0,0,40
"2022_2271_3",1.34374067220627,58.6868946843902,8.7516376536448,0,0.0106878469972701,0.00235691292887557,0,0,0,40
"2022_1034_1",1.4126746430498,75.1866108750339,12.0482426919518,0,0.0139217309641929,0.00419928943708421,0,0,0,40
"2022_1034_2",1.38034665161466,58.862025490331,10.42420145455,0,0.0119415972880735,0.00338644056882438,0,0,0,40
"2022_1034_3",1.52313495036667,46.0292332471163,10.1945494173528,0.00779458076125436,0.0126263680234143,0.00345050677444037,0,0,0,40
"2022_2251_1",1.30669458831462,49.1808465642074,9.98186131744025,0,0.0108407050122307,0.00298787121908542,0,0,0,40
"2022_2251_2",1.29199602999126,48.844425306575,9.5076967967348,0,0.0107187497703292,0.00301247017989885,0,0,0,40
"2022_2251_3",1.24562268155456,50.785223579332,10.6216191337958,0,0.0107590300376545,0.00245122004871273,0,0,0,40
"2022_1035_1",1.39541542726602,80.1897196751854,10.7776875181311,0,0.0143585551518599,0.00253879634483475,0,0,0,40
"2022_1035_2",1.38480795309472,51.3654023334566,9.50120949691908,2.06795153138257e-25,0.0126350333069987,0.00216149035094451,0,0,0,40
"2022_1035_3",1.4905005943897,26.2240216725753,4.78701881355366,1.56139094641517,0.0146573389388897,0.00267506246939111,0,0,0,40
"2022_2174_1",1.4579229151945,66.4250801801424,11.1493126087789,-8.67361737988404e-19,0.0151319621726887,0.00202592764510297,0,0,0,40
"2022_2174_2",1.36248567288803,68.8699914228721,11.9457100501189,0,0.0129534755020986,0.00207415598197736,0,0,0,40
"2022_2174_3",1.48246768794866,67.6423215545849,10.7340119909313,0,0.0147117904115377,0.00250242135339592,0,0,0,40
"2022_1036_1",1.43850981038211,51.0989074258115,9.92079950729512,0,0.012300632136174,0.00207993706020775,0,0,0,40
"2022_1036_2",1.43041943833241,56.7190424132319,10.3114687618514,0,0.0125961280693953,0.00192029052158119,0,0,0,40
"2022_1036_3",1.43483299571974,76.9747445022228,11.6351673971098,0,0.0138452993005313,0.00236099432055912,0,0,0,40
"2022_2227_1",1.36732693991321,57.7912901739419,9.24737081332833,0,0.0108618674845207,0.00194910485715838,0,0,0,40
