"ID","N","CHL","CAR","ANT","EWT","LMA","CBC","PROT","BROWN","alpha"
"2021_1008_2",1.24050305704136,50.0492848679063,11.2291472553286,0,0.0115717015627324,0.00230534511068183,0,0,0,40
"2021_1008_3",1.23683710912953,34.3496369782441,6.94475112616578,0.858271795100895,0.00931191935600396,0.0014070466907015,0,0,0,40
"2021_2284_1",1.27284589061591,48.5855917806826,10.686401589111,0,0.0105287560160019,0.00185448629019959,0,0,0,40
"2021_2284_2",1.23583844070271,57.4527319501672,13.2643105237046,-3.3881317890172e-21,0.0128101747649866,0.00264172665500432,0,0,0,40
"2021_2284_3",1.37901644449174,56.8040493750277,11.5830718976697,1.35525271560688e-20,0.0119298780801185,0.00272848680455249,0,0,0,40
"2021_1009_1",1.31894948368503,47.9115467481325,10.6347640766064,5.55145393630468e-17,0.0123681782489827,0.0023520526142826,0,0,0,40
"2021_1009_2",1.26563656811206,40.0839739947236,8.74975671358582,0.00432395598846673,0.00951239515287567,0.00189501881978787,0,0,0,40
"2021_1009_3",1.17609775943156,59.5334629226227,11.8843591936975,3.3881317890172e-21,0.0094510444119056,0.00193197750824472,0,0,0,40
"2021_2141_1",1.39512055155019,53.3292335821398,10.5829209119337,0,0.0124508271556978,0.00257624803041633,0,0,0,40
"2021_2141_2",1.28785914575506,57.6187961167937,12.1817671408231,0,0.0132933606692092,0.00203144117754845,0,0,0,40
"2021_2141_3",1.32492578904113,56.5560448670834,11.5166025814489,0,0.0121054410653052,0.00221459058503777,0,0,0,40
"2021_1010_1",1.22966481477879,41.1256136977485,9.285091833836,-3.46944695195361e-18,0.00978981386412784,0.00192262151910756,0,0,0,40
"2021_1010_2",1.35044139245972,61.0556473526718,11.4926687090683,0,0.0110226472200104,0.00262976571168092,0,0,0,40
"2021_1010_3",1.26984186238344,29.8617522621853,6.32522674707183,0.6390551913463,0.00985953680192567,0.00173583545040081,0,0,0,40
"2021_2227_1",1.2454881008073,75.7846610410165,13.6931457439321,0,0.0120315387368831,0.00239113562582234,0,0,0,40
"2021_2227_2",1.39195863476328,52.473748764879,9.57748546166349,0,0.00982530042704707,0.00248768020370825,0,0,0,40
"2021_2227_3",1.34818369938821,63.4312134793095,10.1036964962562,0,0.010868417129955,0.00301805506422968,0,0,0,40
"2021_1011_1",1.35695463755398,42.9637310134521,10.0024744112311,0.0869854117526351,0.0110596385591386,0.00256768599622795,0,0,0,40
"2021_1011_2",1.36318047009736,34.4870439945752,8.08543948642021,0.352035718516845,0.0113310526675486,0.00213167133848332,0,0,0,40
"2021_1011_3",1.34489324202691,34.7317784059565,8.20932699835048,0.317212590330724,0.0109442957251257,0.0021869907357811,0,0,0,40
"2021_2221_1",1.33834047847506,49.4083161848009,10.0020946209978,0,0.0118610099848655,0.00245958156966064,0,0,0,40
"2021_2221_2",1.35731035529837,48.8530866490611,9.83350564722963,0,0.013184624128092,0.00273095550987643,0,0,0,40
"2021_2221_3",1.33105747146665,48.6104314085336,9.96870060880611,0,0.0106454129862377,0.0026054705199255,0,0,0,40
"2021_1012_1",1.3311915164233,81.0759159828751,13.5098418308784,0,0.0135026935035664,0.00280884420018177,0,0,0,40
"2021_1012_2",1.3418355329028,55.7741730824881,10.651802887782,0,0.00993023286087312,0.00237573260308151,0,0,0,40
"2021_1012_3",1.25748935842015,39.2759637153672,9.8164086020197,0.0157312837988819,0.0105684326683686,0.001609929918091,0,0,0,40
"2021_2107_1",1.27302623797837,47.8620941580712,10.1666967833827,0,0.00935325287469858,0.00211342062536246,0,0,0,40
"2021_2107_2",1.28899913999299,46.6016806906911,9.6757801874901,0,0.0107024146480381,0.00206460119872639,0,0,0,40
"2021_2107_3",1.17950878863595,37.3594142173361,9.50887910725945,0.0888098335311964,0.00930706818899,0.00168455364520763,0,0,0,40
"2021_1013_1",1.23963892164019,66.3884888172941,11.5682109844521,0,0.0115718137936913,0.00245786198607208,0,0,0,40
"2021_1013_2",1.26780101804914,51.4424605330654,10.2111504726848,0,0.0107015333279577,0.00220530508051795,0,0,0,40
"2021_1013_3",1.23691498285385,49.8677119559397,10.3338289458377,0,0.0097804423366764,0.00197120488989511,0,0,0,40
"2021_2067_1",1.23174321758866,41.7267975905594,9.61001248801379,0,0.00977045218685614,0.00209731481480091,0,0,0,40
"2021_2067_2",1.25120537369447,41.0224377247034,9.0661131972398,-1.73472347597681e-18,0.00997520132013354,0.00241294748275562,0,0,0,40
"2021_2067_3",1.2166535668366,42.5524733439104,9.57477251214478,0,0.0101595314991464,0.00211115764121127,0,0,0,40
"2021_1014_1",1.33067747437679,54.4512958233135,10.2947911801734,5.55111512312578e-17,0.0101478471335245,0.00231049034193931,0,0,0,40
"2021_1014_2",1.29149763167991,52.3689238962192,11.4941421221088,0,0.0115285056799663,0.0022709953718168,0,0,0,40
"2021_1014_3",1.3308538153925,54.165782568823,11.7249459188154,0,0.0119596573566496,0.0027016873111207,0,0,0,40
"2021_2192_1",1.29095723022717,69.3703033877479,12.6654063559598,0,0.0109784129799999,0.00213242263743191,0,0,0,40
"2021_2192_2",1.26674710779079,54.444669247988,11.5309769622185,-2.77555756156289e-17,0.0108538631507331,0.0022775686489729,0,0,0,40
"2021_2192_3",1.28386056252369,59.772510609423,10.9115315321413,0,0.0102025565521553,0.00222680126002131,0,0,0,40
"2021_2303_1",1.32355240828469,61.4580488497804,11.4910104658213,0,0.0142335749457782,0.00281086082124139,0,0,0,40
"2021_2303_2",1.37610754279812,76.2776031364348,11.5616470475335,0,0.0139471711254014,0.00286483855723338,0,0,0,40
"2021_2303_3",1.27530175292336,64.9362591296684,12.9538031528576,0,0.0119871366066204,0.00226244517644864,0,0,0,40
"2021_1016_1",1.40650822461397,65.6721186283094,10.2315841430417,0,0.0136276176740025,0.00279115726579946,0,0,0,40
"2021_1016_2",1.38241969816816,62.5448608183868,11.828378769557,1.70889676262198e-08,0.0127258354764485,0.0027642872866441,0,0,0,40
"2021_1016_3",1.37587176929733,46.9468004996482,8.95515139518639,0.191286838039198,0.0115095826403285,0.00258515127122018,0,0,0,40
"2021_2131_1",1.36253406648778,60.7138859018427,12.0302690928136,0,0.0122875953384503,0.0026263055258574,0,0,0,40
"2021_2131_2",1.31254163185202,67.1492324733471,12.1463541474278,0,0.0105114564539714,0.00257870529022404,0,0,0,40
"2021_2131_3",1.39440580413123,57.7498408557975,11.4186440750966,-5.29395592033938e-23,0.0129397030996639,0.00258151587531771,0,0,0,40
"2021_1017_1",1.19656548915223,45.7172400582899,9.82951743216264,0,0.00949655758076924,0.00264178985034931,0,0,0,40
"2021_1017_2",1.18920125666158,41.5910696059147,9.47605809822916,0,0.0101608200680761,0.00232361834076066,0,0,0,40
"2021_1017_3",1.17273362576677,37.0539747708151,9.04713122061507,0.046306121505582,0.0104069593102328,0.00217719955162794,0,0,0,40
"2021_2086_1",1.22695738035322,63.5266604150809,12.5247571803362,0,0.0119054624003831,0.00332045096398325,0,0,0,40
"2021_2086_2",1.29014485535098,31.1570483197537,6.70622910336941,0.799720140777399,0.0103105245462535,0.00267199365288148,0,0,0,40
"2021_2086_3",1.22883792590405,35.8218240444438,7.79169853751263,0.584596307729683,0.0099503439844137,0.00222118575197756,0,0,0,40
"2021_1018_1",1.22490964314717,62.6180309105531,9.72809487618972,2.77555756156289e-17,0.0092294079021093,0.00228476396941135,0,0,0,40
"2021_1018_2",1.22824785196368,71.9979576884002,10.4190270838981,0,0.00989006674269614,0.00225628577097802,0,0,0,40
"2021_1018_3",1.15749543829209,40.5662561654884,8.07275339796845,0.269023387749609,0.00744422768528766,0.00167890169096354,0,0,0,40
"2021_2120_1",1.26048614786,55.79784650576,12.3481252603963,0,0.014385723610268,0.00248933677428537,0,0,0,40
"2021_2120_2",1.34153455025842,63.9231381740897,12.9889977272949,0,0.0154163895397582,0.00215279917820973,0,0,0,40
"2021_2120_3",1.31158589851488,58.9502825076206,10.3027383351115,0,0.0100229365829834,0.00231768644915987,0,0,0,40
"2021_1019_1",1.26757610798834,31.0453792289107,7.45937663270753,0.739843798065057,0.00931684642778696,0.00196064350229598,0,0,0,40
"2021_1019_2",1.2763257486158,34.9576424829335,8.49144241382558,0.30944672782434,0.00974898201782619,0.00195096774540133,0,0,0,40
"2021_1019_3",1.25671147482094,25.9039898795414,6.26910272790069,0.581914346868983,0.0104335355826675,0.0016196411563993,0,0,0,40
"2021_2264_1",1.30476069241849,55.8484346279375,11.0377240026394,0,0.0110416240000793,0.00252762658928934,0,0,0,40
"2021_2264_2",1.39432082402983,52.299007640833,10.9905908693349,0,0.0113302187562583,0.00340815211924893,0,0,0,40
"2021_2264_3",1.39405979414522,67.0643857472686,11.7063056718431,0,0.012421617695312,0.00343662542570517,0,0,0,40
"2021_1020_1",1.47075283109591,46.3103725407353,9.97992757122071,0.00302564080718519,0.0112997716998652,0.00246434408852944,0,0,0,40
"2021_1020_2",1.55061499777131,46.5021724357249,8.73102460481161,0.538031122197314,0.0112937996506437,0.00259346930609172,0,0,0,40
"2021_1020_3",1.32848342321262,46.409450520874,10.4466801514075,0,0.0104478232948722,0.00205422862838941,0,0,0,40
"2021_2202_1",1.37308394049679,46.0084572005232,10.4764165403026,-8.470329472543e-22,0.0109692447995941,0.00201190610900703,0,0,0,40
"2021_2202_2",1.40168988127956,73.0571745029478,12.2534194862261,0,0.0122757286089249,0.00253517235554943,0,0,0,40
"2021_2202_3",1.32130424403874,36.6681718105042,8.33353988591572,0.353325074784543,0.00954400212365288,0.00160387370858223,0,0,0,40
"2021_1021_1",1.26737602686771,58.6039408904317,12.8132863803137,-1.11022302462516e-16,0.0111460427240458,0.00258464172702012,0,0,0,40
"2021_1021_2",1.29374117829704,61.5713129982359,12.8545716036705,0,0.0125170426373283,0.00269121769920267,0,0,0,40
"2021_1021_3",1.35856621670359,47.0866690267923,10.1736046695885,0,0.0112075192434967,0.00288847056369296,0,0,0,40
"2021_2022_1",1.26506484837104,62.2559654158159,12.028837017253,0,0.0125223929201261,0.00286332686287787,0,0,0,40
"2021_2022_2",1.29700919463159,62.5953668414509,12.0320079450088,2.77555756156289e-17,0.0118226756966888,0.00289150967901465,0,0,0,40
"2021_2022_3",1.19386177548445,46.9867754100006,11.9450448217114,0,0.0119853908168982,0.00283768995813628,0,0,0,40
"2021_1022_1",1.35500615769656,61.8526517304931,11.0524250770249,0,0.0133558019869531,0.00258190033697168,0,0,0,40
"2021_1022_2",1.41767204286557,99.6421642369003,16.8552530684333,43.9183376270467,0.0177235934209381,0.00315858644698464,0,0,0,40
"2021_1022_3",1.36571373026633,39.7244955284733,7.86241749608801,0.685766019271494,0.0117275350176884,0.00222899466638587,0,0,0,40
"2021_2130_1",1.38966136357542,78.2844086503252,12.3214437594875,0,0.0150901619200561,0.00327196624974732,0,0,0,40
"2021_2130_2",1.3640851489482,38.3400770063433,8.48736223084696,0.541551063099961,0.0118858010668318,0.00218132708222143,0,0,0,40
"2021_2130_3",1.30480796986045,59.3212100512844,11.7378950679943,0,0.0128768900448648,0.0022468733780163,0,0,0,40
"2021_1023_1",1.31949549229095,48.7619968691461,10.8710685235474,0,0.0108756131537916,0.00179782660511701,0,0,0,40
"2021_1023_2",1.34914193542235,40.038467474357,8.51549140291566,0.468695531438199,0.0114007266670658,0.00242894033343711,0,0,0,40
"2021_1023_3",1.30126878742802,38.7988514807863,8.9043307625779,0.50401013722605,0.0107011715833948,0.00202863674552183,0,0,0,40
"2021_2197_1",1.32887735475749,65.6462709055802,12.4900324418058,0,0.0128724384832091,0.00232071817069237,0,0,0,40
"2021_2197_2",1.33538567551697,53.1932182345719,10.7652948262276,3.3881317890172e-21,0.0124174288023478,0.00231575444519846,0,0,0,40
"2021_2197_3",1.32982064230635,42.6493748483671,8.73197891097466,0.339818886892152,0.0104772119078655,0.00220649225010046,0,0,0,40
"2021_1024_1",1.34817279865408,55.3874304660084,10.7266596897092,0.259847778283865,0.0102434242378302,0.00302499732525413,0,0,0,40
"2021_1024_2",1.31223880113106,77.938839879053,12.9505945314095,2.83346769278612e-25,0.0130882261369079,0.00227449767947153,0,0,0,40
"2021_1024_3",1.29935783591342,55.9649300974616,10.9456110034779,5.42167260691756e-20,0.0113523850051443,0.00212168415920899,0,0,0,40
"2021_2155_1",1.32916927301473,62.8102338410969,11.3627144158355,0,0.0129566940631372,0.00263510331993548,0,0,0,40
"2021_2155_2",1.26885520394176,59.5106227833254,12.390961736068,0,0.0127350278052023,0.00212006048317327,0,0,0,40
"2021_2155_3",1.30100216129632,68.3881724143472,12.2581614849441,0,0.0127656267949883,0.00226773123694692,0,0,0,40
"2021_1025_1",1.2443918621113,42.2104856925315,10.3000595218204,0,0.0110327512146744,0.00197384177100853,0,0,0,40
"2021_1025_2",1.2905753357577,32.1542004839558,8.23320595783345,0.215633388258898,0.0117367048059246,0.00195879265693609,0,0,0,40
"2021_1025_3",1.35422936961856,30.909628218335,6.9105562126361,0.659437152652264,0.0109406245242375,0.00221914301886901,0,0,0,40
"2021_2034_1",1.35215347354638,30.8943092943607,6.8114342682018,0.884858149998252,0.0113050886659807,0.00252023445709835,0,0,0,40
"2021_2034_2",1.25053649289887,36.2950246825312,9.47639702488023,0.0400653135459477,0.0115047889395896,0.00242914943615184,0,0,0,40
"2021_2034_3",1.26969107462237,25.5701527516213,5.78494845749147,0.673854121308902,0.00980113015509673,0.00162818593067802,0,0,0,40
"2021_1026_1",1.29362574110623,23.5458942234168,4.90666006762721,0.802021367266628,0.0102572212517052,0.00200371016401656,0,0,0,40
"2021_1026_2",1.24437604907287,23.3662341332602,4.14133443950956,1.25728582956366,0.00914793870545218,0.00190185354370522,0,0,0,40
"2021_1026_3",1.26911228921701,27.3399694275622,5.28575050021531,1.03911743042507,0.00897106033546152,0.00205508161104077,0,0,0,40
"2021_2175_1",1.38763523524559,40.0617804371701,8.71382822779872,0.304474250466689,0.0106300012977415,0.00256735540929876,0,0,0,40
"2021_2175_2",1.32984693152932,33.7887976660039,7.43191740240297,0.547772563836192,0.010448728153614,0.00190626407487272,0,0,0,40
"2021_2175_3",1.32998622040897,59.367392796256,9.70064991316612,5.55111512312578e-17,0.0106723678654628,0.00306174389115545,0,0,0,40
"2021_1027_1",1.34052515957186,58.689159258795,11.9166412068505,0,0.0119838520950324,0.00222474197275977,0,0,0,40
"2021_1027_2",1.17534614977342,47.6361926766019,11.5985966323575,0,0.0102393416963108,0.00198005145695839,0,0,0,40
"2021_1027_3",1.21276947082455,48.175791294175,10.2089424889674,0,0.00916588097121766,0.00193495329187193,0,0,0,40
"2021_2320_1",1.34734712306154,67.1092321865579,10.6394276851342,0,0.0105569905519876,0.00245723170718066,0,0,0,40
"2021_2320_2",1.26179626245132,64.5730525821346,12.4919786839296,0,0.0110176504114338,0.00194551660474367,0,0,0,40
"2021_2320_3",1.39431597593203,53.9576075090697,10.5290450732963,6.7762635780344e-21,0.0100670542869001,0.00221658325948537,0,0,0,40
"2021_1028_1",1.24964262560597,20.5512464118427,5.40488018289474,0.579979099065838,0.0110724146808999,0.00153962376422757,0,0,0,40
"2021_1028_2",1.26382173013463,17.8601265113452,4.17587330464171,0.874174484801869,0.00940913202939373,0.00141050525481306,0,0,0,40
"2021_2248_1",1.28836583307366,41.8205251424795,9.48093335399071,4.2351647362715e-22,0.00992328482873217,0.00188231943490905,0,0,0,40
"2021_2248_2",1.27193319184925,31.6194758673499,7.20120740031382,0.343634289127117,0.0101130687527067,0.00143524016491171,0,0,0,40
"2021_2248_3",1.26875800155327,35.7280343751792,7.9412718792235,0.357841280622868,0.010983382479986,0.00142019704350282,0,0,0,40
"2021_1029_1",1.10624011271949,51.5869049796076,11.0126497990147,0,0.00797665636656074,0.00161900110847254,0,0,0,40
"2021_1029_3",1.20252398777421,56.9239819515999,13.3922170671596,0,0.0101785416798006,0.0018718618063451,0,0,0,40
"2021_2215_1",1.23844827583408,71.9936995935411,12.6969056611633,0,0.0102956571146799,0.00220933739102624,0,0,0,40
"2021_2215_2",1.30594071956232,51.0225866747266,10.5685247193664,0,0.00905740797567258,0.00216188257423809,0,0,0,40
"2021_2215_3",1.30926516631782,68.2433315301063,11.955158783573,0,0.00914210901823108,0.0022644236537903,0,0,0,40
"2021_1030_1",1.34365303910348,54.1453238899137,11.3135936562876,2.77555756156289e-17,0.0107921946264211,0.00351618394024538,0,0,0,40
"2021_1030_2",1.29884188012528,60.0036849953074,10.7571396019963,0,0.0105578242189307,0.00284324386574878,0,0,0,40
"2021_1030_3",1.35127862817195,44.3749486380786,9.94196287256232,0,0.0103058277201782,0.00278529650978419,0,0,0,40
"2021_2233_1",1.3435505678183,54.0369770850808,9.566120892691,0,0.0106081675810774,0.00251309654261677,0,0,0,40
"2021_2233_2",1.28773799949435,66.927916931367,11.0097547650544,2.77555756156289e-17,0.0113157868429428,0.00251246259506421,0,0,0,40
"2021_2233_3",1.27094658312563,52.8464621963042,9.65379656943292,2.77555756156289e-17,0.0101696263259969,0.00210177280241666,0,0,0,40
"2021_1031_1",1.36231158615902,29.5853439357331,8.35817249598236,1.1751046365619,0.0125538862129187,0.00328016484093815,0,0,0,40
"2021_1031_2",1.28811649564111,43.9200674170781,10.7322811790703,0,0.0118515172755882,0.00287851134526667,0,0,0,40
"2021_1031_3",1.45700930080897,16.7465221501707,2.85144931182189,2.14872603628196,0.0100135349264615,0.00314722525797615,0,0,0,40
"2021_2051_1",1.41857560057312,30.7723364033555,8.19730009931478,1.15984684086549,0.0110862143609455,0.00301375344865013,0,0,0,40
"2021_2051_2",1.4205342886085,28.0321641989652,6.87230452689416,1.37663451676622,0.0121754293359282,0.0031414512082079,0,0,0,40
"2021_2051_3",1.40812372644687,21.3180789383014,4.36452678890515,2.27344598062516,0.0109103947913236,0.00313798127062916,0,0,0,40
"2021_1033_1",1.24870492107862,38.3999722221754,8.61473137912864,0.19763600466216,0.00812207044415454,0.00202705340799421,0,0,0,40
"2021_1033_2",1.31582254711336,54.7976528702063,11.0232974625472,0,0.0111586098685144,0.00263839837419766,0,0,0,40
"2021_1033_3",1.2909431890159,26.7901822781531,6.37243727017058,0.764040593334392,0.00951755349288093,0.00214568958314072,0,0,0,40
"2021_2305_1",1.28527815230886,86.6784375487932,11.1499351815164,0,0.0120684684754506,0.00306274445844586,0,0,0,40
"2021_2305_2",1.20967934962931,80.3031222103272,12.6226427596715,0,0.0107340898393274,0.00219968701194901,0,0,0,40
"2021_2305_3",1.24289849859685,96.444663555557,13.5372861534629,0,0.0110593675118,0.00251708571289132,0,0,0,40
"2021_1034_1",1.16670738417067,26.8572203111629,6.2143513680323,1.11510297237717,0.00725961938775769,0.00184613217603465,0,0,0,40
"2021_1034_2",1.18733615764479,28.9561235850834,6.5667248776361,1.06747825880535,0.0078979780505925,0.00230033895527111,0,0,0,40
"2021_1034_3",1.07636894094982,31.6857588941312,9.10146558301068,0.329056492864943,0.00808085286897263,0.0019835597932113,0,0,0,40
"2021_2148_1",1.19790373982971,47.5384692906351,10.600929082752,0,0.00791036778764771,0.00233468764576972,0,0,0,40
"2021_2148_2",1.21872904533371,54.2288168988624,12.4720967919436,0,0.00943392325470757,0.00227623044362314,0,0,0,40
"2021_2148_3",1.13719563265306,45.5681467135881,11.67715403931,0,0.00871003253528812,0.00207358448282528,0,0,0,40
"2021_1035_1",1.24560382468793,47.5861508882161,11.0140214714168,0,0.0112063466156494,0.00243316130260076,0,0,0,40
"2021_1035_2",1.17103416271354,23.0939103138636,5.39908096101577,1.39311015861379,0.00866759456532912,0.00198096614049957,0,0,0,40
"2021_1035_3",1.24203590433016,40.4258639213552,9.75619339845505,3.25260651745651e-18,0.00977168405227435,0.00216717162241758,0,0,0,40
"2021_2179_1",1.21890453846527,70.3991378931819,14.2496700054475,0,0.012543534176159,0.00235529129490456,0,0,0,40
"2021_2179_2",1.29521402329804,95.5580058359904,13.4957108137782,0,0.0136809308065598,0.00291956433300803,0,0,0,40
"2021_2179_3",1.24687839544131,70.7967560817478,10.9177615759206,0,0.0112884542611849,0.00264474782699778,0,0,0,40
"2021_1036_1",1.29314276029747,51.3468556324813,11.7804285979242,0,0.012012265240417,0.00232363602631803,0,0,0,40
"2021_1036_2",1.29014863786355,70.3715043921724,11.8347957301004,0,0.0125110691059177,0.00262745304641971,0,0,0,40
"2021_1036_3",1.3303081211468,26.5649732063208,6.02939099406437,0.805564242493788,0.0096540919054877,0.00206209429306282,0,0,0,40
"2021_2048_1",1.32069005861193,67.871489659915,11.6628699992783,0,0.0113268484278238,0.00291940307810121,0,0,0,40
"2021_2048_2",1.31424652004432,67.2582298299945,12.059692878152,0,0.0112254864684561,0.00245180424372843,0,0,0,40
"2021_2048_3",1.20161252512523,44.4800637656978,9.6386318907478,4.33680868994202e-19,0.00950488291991182,0.00198701041596363,0,0,0,40
"2021_1037_1",1.2696995987113,47.197557226573,10.1580868512685,0,0.00946367958535968,0.00172636450150415,0,0,0,40
"2021_1037_2",1.28743526201499,52.3548628558114,10.7553879205756,0,0.00862439765999652,0.00192589255096026,0,0,0,40
"2021_1037_3",1.29805560598053,48.2971510801791,10.6978980136641,0,0.0103960530950033,0.00210225896224728,0,0,0,40
"2021_2161_1",1.32660381103154,61.3689215970021,10.0247037399784,0,0.00984506232013061,0.00254367978579103,0,0,0,40
"2021_2161_2",1.31733843151181,56.6271736274404,11.5746157943738,0,0.0106245751172871,0.00278218598385259,0,0,0,40
"2021_2161_3",1.24514225056246,43.1060199235222,10.2418280840018,0,0.00922323481026721,0.00164628473411924,0,0,0,40
"2021_1038_1",1.26552491765827,59.9993328413353,10.5008964204313,0,0.0107046380078664,0.00263771234685928,0,0,0,40
"2021_1038_2",1.27453874223719,81.5031193565431,12.7112178934968,0,0.0136724332136974,0.00264726344648277,0,0,0,40
"2021_1038_3",1.27467252479903,67.2113609771338,11.1999916796864,1.11049407516828e-16,0.011712021142683,0.00238710994365939,0,0,0,40
"2021_2004_1",1.2838441785738,58.3151792166074,11.8944872652894,-1.11022302462516e-16,0.0119473315248671,0.00238892921228594,0,0,0,40
"2021_2004_2",1.25763370316294,36.3114620997786,8.67849091246584,0.663338992912232,0.0103696796076527,0.00187825132785343,0,0,0,40
"2021_2004_3",1.34958442981077,49.6724723120705,10.3479621479799,0,0.0107342117110483,0.00223282424287229,0,0,0,40
"2021_1039_1",1.2232125017734,57.016779217705,11.273345797915,0,0.0108424064822465,0.00207901284520311,0,0,0,40
